"folioSalida","condicionDePago","medioEmbarque","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"SA0010181","30","RUT","P",91,0,17145,9429.75,1157.33,8872.58,55,37,37
"SA0010182","30","RUT","P",25,0,2500,1375,168.76,1293.76,55,6,6
"SA0010183","45","PAQ","P",2,0,1700,850,127.5,977.5,50,2,2
"SA0010184","30","paq","P",9,0,12520,6009.6,976.56,7486.96,48,9,9
"SA0010185","45","RUT","P",118,0,48490,23760.1,0,24729.9,49,35,35
"SA0010186","45","RUT","P",199,0,62390,30571.1,0,31818.9,49,35,35
"SA0010187","30","MOS","P",5,0,2640,1188,217.8,1669.8,45,5,5
"SA0010188","30","RUT","P",61,0,41380,18207.2,0,23172.8,44,37,37
"SA0010189","30","RUT","P",55,0,28460,12522.4,0,15937.6,44,37,37
"SA0010190","30","RUT","P",120,0,15460,6802.4,0,8657.6,44,37,37
"SA0010191","30","RUT","P",65,0,7990,3515.6,0,4474.4,44,26,26
"SA0010192","30","RUT","P",59,0,31260,13754.4,0,17505.6,44,36,36
"SA0010193","30","RUT","P",40,0,15835,7917.5,1187.63,9105.13,50,35,35
"SA0010194","30","RUT","P",27,0,7965,3982.5,597.38,4579.88,50,20,20
"SA0010195","30","RUT","P",108,0,18250,10037.5,1231.91,9444.41,55,35,35
"SA0010196","30","RUT","P",55,0,21840,12012,1474.25,11302.25,55,35,35
"SA0010197","30","RUT","P",65,0,9310,4468.8,726.18,5567.38,48,36,36
"SA0010198","30","RUT","P",28,0,5390,2587.2,420.42,3223.22,48,17,17
"SA0010199","90","RUT","P",65,0,26740,13637.4,0,13102.6,51,17,17
"SA0010200","90","RUT","P",126,0,61720,31477.2,0,30242.8,51,37,37
"SA0010201","30","rut","P",77,0,20240,10120,1518.01,11638.01,50,37,37
"SA0010202","30","rut","P",61,0,51270,25635,3845.25,29480.25,50,28,28
"SA0010203","30","PAQ","P",7,0,1960,882,161.7,1239.7,45,7,7
"SA0010204","30","PAQ","P",12,0,13780,6890,1033.5,7923.5,50,11,11
"SA0010205","60","PAQ","P",1,0,1000,550,67.5,517.5,55,1,1
"SA0010206","60","PAQ","P",2,0,1750,962.5,118.13,905.63,55,2,2
"SA0010207","60","PAQ","P",2,0,950,522.5,64.13,491.63,55,2,2
"SA0010208","45","PAQ","P",4,0,4100,2255,276.75,2121.75,55,4,4
"SA0010209","30","PAQ","P",12,0,7860,3930,589.5,4519.5,50,11,11
"SA0010210","60","PAQ","P",12,0,4510,2480.5,304.43,2333.93,55,6,6
"SA0010211","30","PAQ","P",5,0,1880,940,141,1081,50,3,3
"SA0010212","60","PAQ","P",29,0,5550,2941.5,391.28,2999.78,53,7,7
"SA0010213","60","PAQ","P",1,0,2000,1100,135,1035,55,1,1
"SA0010214","30","PAQ","P",1,0,1400,630,115.5,885.5,45,1,1
"SA0010215","40","PAQ","P",2,0,600,318,42.3,324.3,53,2,2
"SA0010216","40","PAQ","P",2,0,1350,715.5,95.18,729.68,53,2,2
"SA0010217","45","PAQ","P",22,0,2100,1155,141.76,1086.76,55,3,3
"SA0010218","30","PAQ","P",1,0,1500,780,108,828,52,1,1
"SA0010219","30","PAQ","P",1,0,1400,770,94.5,724.5,55,1,1
"SA0010220","45","RUT","P",94,0,48800,25376,3513.6,26937.6,52,38,38
"SA0010221","45","RUT","P",81,0,45780,23805.6,3296.16,25270.56,52,35,35
"SA0010222","45","PAQ","P",2,0,1220,610,91.5,701.5,50,2,2
"SA0010223","60","RUT","P",37,0,89010,44505,6675.75,51180.75,50,19,19
"SA0010224","45","PAQ","P",64,0,12800,7040,864,6624,55,14,14
"SA0010225","30","RUT","P",36,0,17900,8950,1342.5,10292.5,50,8,8
"SA0010226","30","PAQ","P",18,0,2140,1027.2,166.92,1279.72,48,11,11
"SA0010227","30","RUT","P",48,0,20330,11181.5,1372.28,10520.78,55,32,32
"SA0010228","30","RUT","P",77,0,18610,10235.5,1256.2,9630.7,55,34,34
"SA0010229","CONTADO","RUT","P",75,0,34620,15579,2856.18,21897.18,45,36,36
"SA0010230","CONTADO","RUT","P",44,0,8420,3789,694.65,5325.65,45,24,24
"SA0010231","CONTADO","RUT","P",84,0,39320,20446.4,2831.04,21704.64,52,6,6
"SA0010232","60","RUT","P",173,0,151940,83567,10255.95,78628.95,55,34,34
"SA0010233","45","MOS","P",4,0,3400,1700,255,1955,50,3,3
"SA0010234","45","RUT","P",293,0,100440,50220,7533,57753,50,34,34
"SA0010235","60","RUT","P",211,0,144000,79200,9720.01,74520.01,55,34,34
"SA0010236","60","RUT","P",119,0,74100,40755,5001.76,38346.76,55,22,22
"SA0010237","45","RUT","P",32,0,23120,11560,1734,13294,50,10,10
"SA0010238","CONTADO","RUT","P",151,0,19340,8703,1595.58,12232.58,45,38,38
"SA0010239","45","RUT","P",79,0,37160,20438,2508.32,19230.32,55,38,38
"SA0010240","45","RUT","P",64,0,34630,19046.5,2337.55,17921.05,55,19,19
"SA0010241","15","MOS","P",4,0,730,328.5,60.24,461.74,45,4,4
"SA0010242","60","PAQ","P",2,0,1000,530,70.5,540.5,53,1,1
"SA0010243","CONTADO","RUT","P",41,0,9620,4329,793.69,6084.69,45,32,32
"SA0010244","60","PAQ","P",3,0,2450,1347.5,165.38,1267.88,55,3,3
"SA0010245","60","RUT","P",187,0,74540,37270,5590.5,42860.5,50,21,21
"SA0010246","30","RUT","P",106,0,38240,21032,2581.23,19789.23,55,37,37
"SA0010247","30","RUT","P",10,0,1880,1034,126.9,972.9,55,5,5
"SA0010248","30","RUT","P",52,0,22240,11120,1668,12788,50,30,30
"SA0010249","30","RUT","P",57,0,68700,37785,4637.26,35552.26,55,28,28
"SA0010250","45","RUT","P",65,0,34670,16988.3,0,17681.7,49,34,34
"SA0010251","45","RUT","P",103,0,29780,14592.2,0,15187.8,49,33,33
"SA0010252","45","RUT","P",81,0,12310,6031.9,0,6278.1,49,34,34
"SA0010253","60","RUT","P",17,0,15600,8580,1053,8073,55,5,5
"SA0010254","30","RUT","P",1,0,2600,1430,175.5,1345.5,55,1,1
"SA0010255","45","rut","P",70,0,37500,18750,2812.5,21562.5,50,33,33
"SA0010256","45","rut","P",29,0,14490,7245,1086.75,8331.75,50,18,18
"SA0010257","30","RUT","P",106,0,20370,10185,1527.75,11712.75,50,38,38
"SA0010258","30","RUT","P",144,0,14900,7450,1117.5,8567.5,50,38,38
"SA0010259","CONTADO","MOS","P",1,0,2300,1150,172.5,1322.5,50,1,1
"SA0010260","30","RUT","P",96,0,38460,19230,2884.5,22114.5,50,37,37
"SA0010261","30","MOS","P",4,0,3400,1530,280.5,2150.5,45,4,4
"SA0010262","60","MOS","P",11,0,12600,7182,812.7,6230.7,57,5,5
"SA0010263","30","RUT","P",78,0,17070,8193.6,1331.46,10207.86,48,32,32
"SA0010264","60","MOS","P",24,0,13570,7463.5,916.01,7022.51,55,24,24
"SA0010265","60","MOS","P",15,0,4180,2299,282.16,2163.16,55,8,8
"SA0010266","45","MOS","P",1,0,400,180,33,253,45,1,1
"SA0010267","CONTADO","PAQ","P",23,0,5770,2596.5,476.03,3649.53,45,12,12
"SA0010268","45","paq","P",3,0,4000,2000,300,2300,50,3,3
"SA0010269","30","paq","P",2,0,1500,750,112.5,862.5,50,1,1
"SA0010270","30","PAQ","P",3,0,1250,600,97.5,747.5,48,3,3
"SA0010271","30","PAQ","P",4,0,2000,1100,135,1035,55,4,4
"SA0010272","30","PAQ","P",16,0,5360,2412,442.2,3390.2,45,8,8
"SA0010273","30","rut","P",1,0,2300,1150,172.5,1322.5,50,1,1
"SA0010274","CONTADO","MOS","P",1,0,2800,980,273,2093,35,1,1
"SA0010275","30","PAQ","P",6,0,5400,2808,388.8,2980.8,52,3,3
"SA0010276","30","MOS","P",1,0,1000,550,67.5,517.5,55,1,1
"SA0010277","30","PAQ","P",8,0,2500,1250,187.5,1437.5,50,7,7
"SA0010278","30","PAQ","P",3,0,2300,1035,189.76,1454.76,45,3,3
"SA0010279","45","PAQ","P",2,0,600,300,45,345,50,2,2
"SA0010280","15","MOS","P",11,0,2530,1138.5,208.74,1600.24,45,10,10
"SA0010281","30","MOS","P",7,0,1980,891,163.37,1252.37,45,7,7
"SA0010282","30","RUT","P",21,0,13500,6750,1012.5,7762.5,50,20,20
"SA0010283","30","RUT","P",116,0,13530,6765,1014.75,7779.75,50,37,37
"SA0010284","30","RUT","P",78,0,12770,6385,957.75,7342.75,50,27,27
"SA0010285","90","RUT","P",130,0,25475,14520.75,1643.15,12597.4,57,22,22
"SA0010286","90","RUT","P",171,0,13420,7649.4,865.61,6636.21,57,19,19
"SA0010287","90","RUT","P",62,0,26800,15276,1728.6,13252.6,57,13,13
"SA0010288","45","PAQ","P",1,0,1200,660,81,621,55,1,1
"SA0010289","60","PAQ","P",26,0,6240,3307.2,439.93,3372.73,53,8,8
"SA0010290","45","PAQ","P",1,0,1600,832,115.2,883.2,52,1,1
"SA0010291","45","PAQ","P",2,0,680,353.6,48.96,375.36,52,2,2
"SA0010292","60","PAQ","P",2,0,3100,1705,209.25,1604.25,55,2,2
"SA0010293","24","PAQ","P",2,0,1950,1033.5,137.48,1053.98,53,2,2
"SA0010294","30","PAQ","P",1,0,1200,600,90,690,50,1,1
"SA0010295","60","PAQ","P",20,0,4100,2173,289.05,2216.05,53,5,5
"SA0010296","60","PAQ","P",8,0,3460,1903,233.57,1790.57,55,8,8
"SA0010297","60","PAQ","P",3,0,800,440,54.01,414.01,55,3,3
"SA0010298","15","MOS","P",3,0,1110,499.5,91.58,702.08,45,3,3
"SA0010299","30","PAQ","P",1,0,800,384,62.4,478.4,48,1,1
"SA0010300","45","PAQ","P",2,0,950,475,71.25,546.25,50,2,2
"SA0010301","45","PAQ","P",10,0,5600,3080,378,2898,55,5,5
"SA0010302","60","PAQ","P",47,0,10185,5601.75,687.5,5270.75,55,15,15
"SA0010303","60","PAQ","P",6,0,2050,1127.5,138.38,1060.88,55,4,4
"SA0010304","30","PAQ","P",3,0,600,288,46.8,358.8,48,3,3
"SA0010305","30","PAQ","P",7,0,6060,3030,454.5,3484.5,50,6,6
"SA0010306","30","PAQ","P",4,0,3900,2145,263.25,2018.25,55,4,4
"SA0010307","30","PAQ","P",3,0,1000,480,78,598,48,2,2
"SA0010308","60","PAQ","P",1,0,1000,550,67.5,517.5,55,1,1
"SA0010309","60","PAQ","P",2,0,1280,704,86.4,662.4,55,2,2
"SA0010310","30","PAQ","P",1,0,900,468,64.8,496.8,52,1,1
"SA0010311","30","PAQ","P",3,0,2600,1248,202.8,1554.8,48,3,3
"SA0010312","60","PAQ","P",39,0,7590,4174.5,512.33,3927.83,55,7,7
"SA0010313","45","PAQ","P",18,0,5060,2631.2,364.32,2793.12,52,10,10
"SA0010314","30","PAQ","P",12,0,5380,2690,403.5,3093.5,50,5,5
"SA0010315","CONTADO","PAQ","P",13,0,8370,4017.6,652.86,5005.26,48,11,11
"SA0010316","30","PAQ","P",5,0,850,408,66.3,508.3,48,5,5
"SA0010317","45","RUT","P",3,0,380,190,28.5,218.5,50,3,3
"SA0010318","15","MOS","P",2,0,260,117,21.46,164.46,45,2,2
"SA0010319","60","MOS","P",2,0,2300,1035,189.75,1454.75,45,2,2
"SA0010320","15","PAQ","P",1,0,700,350,52.5,402.5,50,1,1
"SA0010321","30","PAQ","P",1,0,1200,660,81,621,55,1,1
"SA0010322","45","PAQ","P",5,0,3045,1522.5,228.38,1750.88,50,5,5
"SA0010323","30","PAQ","P",18,0,8680,4166.4,677.04,5190.64,48,9,9
"SA0010324","30","PAQ","P",1,0,1000,550,67.5,517.5,55,1,1
"SA0010325","30","PAQ","P",2,0,1000,450,82.5,632.5,45,2,2
"SA0010326","30","PAQ","P",4,0,1060,530,79.5,609.5,50,3,3
"SA0010327","45","RUT","P",1,0,600,300,45,345,50,1,1
"SA0010328","90","RUT","P",40,0,26550,14602.5,1792.14,13739.64,55,20,20
"SA0010329","90","RUT","P",21,0,21,11.55,1.47,10.92,55,18,18
"SA0010330","90","RUT","P",41,0,41,22.55,2.83,21.28,55,24,24
"SA0010331","90","RUT","P",23,0,20000,11000,1350.01,10350.01,55,12,12
"SA0010332","90","RUT","P",20,0,20,11,1.4,10.4,55,19,19
"SA0010333","CONTADO","RUT","P",36,0,36,12.6,3.56,26.96,35,23,23
"SA0010334","CONTADO","RUT","P",2,0,2,0.7,0.2,1.5,35,2,2
"SA0010335","30","RUT","P",43,0,21250,10200,1657.5,12707.5,48,36,36
"SA0010336","30","RUT","P",68,0,4750,2280,370.5,2840.5,48,38,38
"SA0010337","30","RUT","P",50,0,10990,5275.2,857.22,6572.02,48,37,37
"SA0010338","30","RUT","P",41,0,8780,4214.4,684.84,5250.44,48,37,37
"SA0010339","30","RUT","P",55,0,8400,4032,655.2,5023.2,48,35,35
"SA0010340","30","rut","P",7,0,2300,1035,189.75,1454.75,45,5,5
"SA0010341","30","RUT","P",35,0,22130,10622.4,1726.14,13233.74,48,15,16
"SA0010342","45","rut","P",1,0,500,275,33.75,258.75,55,1,1
"SA0010343","45","PAQ","P",5,0,3660,2013,247.07,1894.07,55,5,5
"SA0010344","45","RUT","P",149,0,38580,18904.2,0,19675.8,49,38,38
"SA0010345","45","RUT","P",76,0,36870,18066.3,0,18803.7,49,31,33
"SA0010346","60","RUT","P",61,0,8825,4853.75,595.72,4566.97,55,32,32
"SA0010347","60","RUT","P",52,0,30530,16791.5,2060.8,15799.3,55,35,35
"SA0010348","60","RUT","P",38,0,16810,9245.5,1134.72,8699.22,55,27,27
"SA0010349","30","MOS","P",8,0,5990,2695.5,494.18,3788.68,45,8,8
"SA0010350","40","PAQ","P",3,0,2900,1537,204.45,1567.45,53,3,3
"SA0010351","45","RUT","P",45,0,19390,10082.8,1396.08,10703.28,52,35,35
"SA0010352","45","RUT","P",33,0,19860,10327.2,1429.92,10962.72,52,21,21
"SA0010353","30","RUT","P",67,0,29300,15236,2109.6,16173.6,52,35,35
"SA0010354","30","RUT","P",70,0,21850,11362,1573.2,12061.2,52,38,38
"SA0010355","30","RUT","P",80,0,16550,8606,1191.6,9135.6,52,35,35
"SA0010356","30","RUT","P",91,0,10900,5668,784.8,6016.8,52,35,37
"SA0010357","30","RUT","P",67,0,8620,4482.4,620.64,4758.24,52,23,23
"SA0010358","30","RUT","P",39,0,23300,11417,0,11883,49,36,36
"SA0010359","30","RUT","P",38,0,15600,7644,0,7956,49,36,36
"SA0010360","30","RUT","P",52,0,7940,3890.6,0,4049.4,49,39,39
"SA0010361","45","RUT","P",51,0,9600,4608,748.8,5740.8,48,22,22
"SA0010362","30","RUT","P",59,0,15880,7781.2,0,8098.8,49,36,38
"SA0010363","30","RUT","P",106,0,11510,5985.2,828.72,6353.52,52,38,38
"SA0010364","30","PAQ","P",9,0,1890,945,141.76,1086.76,50,9,9
"SA0010365","30","PAQ","P",1,0,1200,600,90,690,50,1,1
"SA0010366","40","RUT","P",43,0,15030,7364.7,0,7665.3,49,32,32
"SA0010367","90","RUT","P",109,0,54370,30990.9,3506.88,26885.98,57,24,24
"SA0010368","40","RUT","P",44,0,15320,7506.8,0,7813.2,49,30,30
"SA0010369","90","RUT","P",62,0,29885,17034.45,1927.59,14778.14,57,15,15
"SA0010370","40","RUT","P",32,0,15730,7707.7,0,8022.3,49,19,19
"SA0010371","90","RUT","P",42,0,19720,11240.4,1271.94,9751.54,57,11,11
"SA0010372","45","RUT","P",64,0,11410,5590.9,0,5819.1,49,33,33
"SA0010373","45","RUT","P",68,0,23390,11461.1,0,11928.9,49,33,33
"SA0010374","45","RUT","P",19,0,6310,3091.9,0,3218.1,49,16,16
"SA0010375","32","PAQ","P",16,0,12020,5409,991.67,7602.67,45,16,16
"SA0010376","60","PAQ","P",4,0,1600,880,108.02,828.02,55,4,4
"SA0010377","30","PAQ","P",21,0,2640,1320,198,1518,50,7,7
"SA0010378","45","PAQ","P",1,0,700,350,52.5,402.5,50,1,1
"SA0010379","30","PAQ","P",9,0,2880,1382.4,224.64,1722.24,48,5,5
"SA0010380","30","PAQ","P",3,0,960,480,72,552,50,3,3
"SA0010381","30","PAQ","P",4,0,1850,1017.5,124.88,957.38,55,2,2
"SA0010382","30","RUT","P",39,0,9650,4632,752.7,5770.7,48,34,34
"SA0010383","30","RUT","P",41,0,8210,3940.8,640.38,4909.58,48,36,36
"SA0010384","15","MOS","P",1,0,200,90,16.5,126.5,45,1,1
"SA0010385","15","PAQ","P",6,0,3430,1715,257.25,1972.25,50,6,6
"SA0010386","60","PAQ","P",3,0,1650,907.5,111.38,853.88,55,1,1
"SA0010387","60","PAQ","P",3,0,2700,1485,182.26,1397.26,55,3,3
"SA0010388","30","PAQ","P",2,0,800,360,66,506,45,1,1
"SA0010389","15","MOS","P",5,0,2880,1440,216,1656,50,5,5
"SA0010390","30","PAQ","P",13,0,11240,5395.2,876.72,6721.52,48,12,12
"SA0010391","45","PAQ","P",2,0,600,330,40.5,310.5,55,2,2
"SA0010392","45","PAQ","P",2,0,1400,700,105,805,50,1,1
"SA0010393","40","PAQ","P",3,0,2200,1166,155.1,1189.1,53,2,2
"SA0010394","45","PAQ","P",2,0,600,312,43.2,331.2,52,2,2
"SA0010395","60","PAQ","P",40,0,14940,7918.2,1053.29,8075.09,53,16,16
"SA0010396","60","MOS","P",27,0,18530,10191.5,1250.81,9589.31,55,24,24
"SA0010397","30","PAQ","P",1,0,700,385,47.25,362.25,55,1,1
"SA0010398","30","PAQ","P",11,0,4940,2470,370.5,2840.5,50,8,8
"SA0010399","30","PAQ","P",1,0,700,385,47.25,362.25,55,1,1
"SA0010400","60","MOS","P",23,0,8870,4878.5,598.76,4590.26,55,14,14
"SA0010401","60","PAQ","P",13,0,4550,2502.5,307.13,2354.63,55,7,7
"SA0010402","60","PAQ","P",23,0,11160,6138,753.31,5775.31,55,10,10
"SA0010403","30","RUT","P",39,0,16290,8145,1221.75,9366.75,50,35,35
"SA0010404","30","RUT","P",45,0,14085,7042.5,1056.38,8098.88,50,35,35
"SA0010405","30","RUT","P",30,0,3690,1845,276.75,2121.75,50,10,10
"SA0010406","45","PAQ","P",34,0,19660,10813,1327.06,10174.06,55,14,14
"SA0010407","60","PAQ","P",10,0,5200,2860,351,2691,55,5,5
"SA0010408","60","PAQ","P",27,0,8930,4911.5,602.78,4621.28,55,11,11
"SA0010409","60","PAQ","P",23,0,3335,1667.5,250.13,1917.63,50,17,17
"SA0010410","60","PAQ","P",54,0,14660,8063,989.57,7586.57,55,19,19
"SA0010411","45","RUT","P",56,0,11430,5600.7,0,5829.3,49,33,33
"SA0010412","45","RUT","P",52,0,11720,5742.8,0,5977.2,49,28,28
"SA0010413","90","RUT","P",84,0,30450,17356.5,1964.04,15057.54,57,15,15
"SA0010414","15","MOS","P",14,0,12390,5575.5,1022.18,7836.68,45,14,14
"SA0010415","30","PAQ","P",49,0,5820,2910,436.5,3346.5,50,15,15
"SA0010416","30","PAQ","P",53,0,7090,3545,531.75,4076.75,50,13,13
"SA0010417","45","PAQ","P",10,0,7650,3978,550.8,4222.8,52,9,9
"SA0010418","60","paq","P",18,0,1930,1061.5,130.31,998.81,55,18,18
"SA0010419","60","PAQ","P",18,0,4280,2354,288.94,2214.94,55,18,18
"SA0010420","60","PAQ","P",18,0,4280,2354,288.94,2214.94,55,18,18
"SA0010421","60","PAQ","P",8,0,3070,1688.5,207.23,1588.73,55,8,8
"SA0010422","CONTADO","RUT","P",25,0,36390,18922.8,2620.08,20087.28,52,17,17
"SA0010423","30","RUT","P",72,0,10340,5170,775.5,5945.5,50,38,38
"SA0010424","30","RUT","P",37,0,3640,1820,273,2093,50,26,26
"SA0010425","60","MOS","P",112,0,21195,12081.15,1367.1,10480.95,57,16,16
"SA0010426","60","MOS","P",1,0,800,456,51.6,395.6,57,1,1
"SA0010427","45","RUT","P",62,0,24190,13304.5,1632.85,12518.35,55,20,20
"SA0010428","60","MOS","P",3,0,1800,1026,116.1,890.1,57,1,1
"SA0010429","60","MOS","P",45,0,16650,9490.5,1073.93,8233.43,57,10,10
"SA0010430","45","RUT","P",69,0,21360,12175.2,1377.74,10562.54,57,23,23
"SA0010431","30","RUT","P",28,0,10020,5310.6,706.42,5415.82,53,17,17
"SA0010432","30","RUT","P",71,0,34760,15989.6,0,18770.4,46,33,33
"SA0010433","CONTADO","MOS","P",1,0,130,45.5,12.68,97.18,35,1,1
"SA0010434","45","RUT","P",120,0,40320,22982.4,2600.65,19938.25,57,29,29
"SA0010435","45","RUT","P",2,0,3350,1641.5,0,1708.5,49,2,2
"SA0010436","45","RUT","P",18,0,15890,7786.1,0,8103.9,49,7,7
"SA0010437","45","PAQ","P",2,0,3200,1760,216,1656,55,1,1
"SA0010438","60","PAQ","P",6,0,4700,2585,317.25,2432.25,55,3,3
"SA0010439","30","PAQ","P",1,0,2600,1300,195,1495,50,1,1
"SA0010440","30","PAQ","P",14,0,2560,1228.8,199.68,1530.88,48,8,8
"SA0010441","30","paq","P",11,0,1960,940.8,152.88,1172.08,48,8,8
"SA0010442","45","RUT","P",17,0,18980,9490,1423.5,10913.5,50,17,17
"SA0010443","45","MOS","P",9,0,5700,2850,427.5,3277.5,50,5,5
"SA0010444","45","MOS","P",3,0,830,415,62.25,477.25,50,3,3
"SA0010445","30","RUT","P",1,0,700,350,52.5,402.5,50,1,1
"SA0010446","45","RUT","P",2,0,560,308,37.8,289.8,55,2,2
"SA0010447","45","RUT","P",70,0,30290,16659.5,2044.58,15675.08,55,33,33
"SA0010448","15","RUT","P",4,0,520,249.6,40.56,310.96,48,2,2
"SA0010449","45","RUT","P",26,0,6200,3410,418.51,3208.51,55,11,11
"SA0010450","CONTADO","RUT","P",33,0,27150,13575,2036.25,15611.25,50,33,33
"SA0010451","CONTADO","RUT","P",37,0,18700,9350,1402.5,10752.5,50,34,34
"SA0010452","CONTADO","RUT","P",37,0,28260,14130,2119.5,16249.5,50,33,33
"SA0010453","CONTADO","RUT","P",33,0,6270,3135,470.25,3605.25,50,33,33
"SA0010454","CONTADO","RUT","P",24,0,6130,3065,459.75,3524.75,50,24,24
"SA0010455","CONTADO","RUT","P",34,0,24300,12150,1822.5,13972.5,50,34,34
"SA0010456","60","RUT","P",19,0,9080,3995.2,0,5084.8,44,4,4
"SA0010457","CONTADO","RUT","P",32,0,18600,9300,1395,10695,50,28,28
"SA0010458","30","MOS","P",8,0,7040,3168,580.81,4452.81,45,8,8
"SA0010459","CONTADO","RUT","P",38,0,27480,13740,2061,15801,50,34,34
"SA0010460","45","RUT","P",62,0,29550,15366,2127.6,16311.6,52,19,19
"SA0010461","90","RUT","P",61,0,27060,15424.2,1745.37,13381.17,57,17,17
"SA0010462","60","PAQ","P",7,0,2580,1419,174.17,1335.17,55,7,7
"SA0010463","90","PAQ","P",1,0,1400,798,90.3,692.3,57,1,1
"SA0010464","60","PAQ","P",1,0,1900,1045,128.25,983.25,55,1,1
"SA0010465","45","PAQ","P",14,0,3940,2167,265.95,2038.95,55,6,6
"SA0010466","45","PAQ","P",23,0,4510,2345.2,324.72,2489.52,52,22,22
"SA0010467","30","PAQ","P",10,0,2220,1065.6,173.16,1327.56,48,6,6
"SA0010468","40","RUT","P",48,0,28880,15017.6,2079.36,15941.76,52,32,32
"SA0010469","45","PAQ","P",3,0,2200,1144,158.4,1214.4,52,3,3
"SA0010470","40","RUT","P",28,0,8920,4638.4,642.24,4923.84,52,16,16
"SA0010471","45","PAQ","P",4,0,1500,750,112.5,862.5,50,4,4
"SA0010472","40","PAQ","P",1,0,1400,742,98.7,756.7,53,1,1
"SA0010473","60","PAQ","P",34,0,3440,1892,232.21,1780.21,55,7,7
"SA0010474","45","RUT","P",67,0,21000,9240,0,11760,44,34,34
"SA0010475","45","RUT","P",73,0,16165,7112.6,0,9052.4,44,35,35
"SA0010476","45","RUT","P",36,0,12095,5321.8,0,6773.2,44,24,24
"SA0010477","45","RUT","P",68,0,28800,15840,1944.03,14904.03,55,40,40
"SA0010478","45","RUT","P",78,0,94660,52063,6389.55,48986.55,55,37,37
"SA0010479","30","RUT","P",80,0,47170,23113.3,0,24056.7,49,36,36
"SA0010480","30","RUT","P",7,0,6510,3189.9,0,3320.1,49,6,6
"SA0010481","30","RUT","P",38,0,13870,6796.3,0,7073.7,49,32,32
"SA0010482","30","RUT","P",42,0,27970,14544.4,2013.84,15439.44,52,17,17
"SA0010483","60","RUT","P",68,0,37200,20460,2511.03,19251.03,55,36,36
"SA0010484","60","RUT","P",74,0,46250,25437.5,3121.89,23934.39,55,37,37
"SA0010485","15","PAQ","P",30,0,10160,4572,838.22,6426.22,45,22,22
"SA0010486","45","RUT","P",75,0,40920,20460,3069,23529,50,33,33
"SA0010487","30","RUT","P",2,0,4600,2300,345,2645,50,1,1
"SA0010488","45","RUT","P",73,0,29360,15267.2,2113.92,16206.72,52,35,35
"SA0010489","45","RUT","P",64,0,30210,15709.2,2175.12,16675.92,52,37,37
"SA0010490","45","RUT","P",31,0,3840,1996.8,276.48,2119.68,52,18,18
"SA0010491","30","RUT","P",31,0,17420,8710,1306.5,10016.5,50,16,16
"SA0010492","15","RUT","P",55,0,38480,19624.8,0,18855.2,51,32,32
"SA0010493","15","RUT","P",34,0,17380,8863.8,0,8516.2,51,20,22
"SA0010494","15","MOS","P",5,0,1290,580.5,106.43,815.93,45,5,5
"SA0010495","30","rut","P",53,0,19710,10840.5,1330.43,10199.93,55,35,35
"SA0010496","30","RUT","P",74,0,23295,12812.25,1572.44,12055.19,55,36,36
"SA0010497","45","PAQ","P",2,0,2180,1199,147.15,1128.15,55,2,2
"SA0010498","30","PAQ","P",1,0,800,440,54,414,55,1,1
"SA0010499","30","PAQ","P",6,0,1210,544.5,99.83,765.33,45,5,5
"SA0010500","30","PAQ","P",5,0,4600,2208,358.8,2750.8,48,5,5
"SA0010501","15","PAQ","P",2,0,1400,700,105,805,50,2,2
"SA0010502","30","paq","P",14,0,8770,4209.6,684.06,5244.46,48,14,14
"SA0010503","60","PAQ","P",11,0,4000,2200,270.01,2070.01,55,9,11
"SA0010504","60","PAQ","P",11,0,4000,2200,270.01,2070.01,55,9,11
"SA0010505","60","PAQ","P",40,0,9650,5307.5,651.37,4993.87,55,12,12
"SA0010506","60","PAQ","P",11,0,4100,2173,289.05,2216.05,53,5,5
"SA0010507","45","RUT","P",39,0,13300,6650,997.5,7647.5,50,12,12
"SA0010508","30","PAQ","P",38,0,10890,5989.5,735.1,5635.6,55,19,20
"SA0010509","30","RUT","P",88,0,32520,16260,2439,18699,50,32,32
"SA0010510","60","PAQ","P",5,0,2400,1320,162,1242,55,3,3
"SA0010511","60","PAQ","P",4,0,2920,1606,197.1,1511.1,55,4,4
"SA0010512","30","PAQ","P",5,0,3810,2095.5,257.18,1971.68,55,5,5
"SA0010513","30","RUT","P",68,0,7160,3580,537,4117,50,13,13
"SA0010514","60","RUT","P",137,0,90900,51813,5863.06,44950.06,57,17,17
"SA0010515","30","PAQ","P",4,0,710,355,53.25,408.25,50,4,4
"SA0010516","60","PAQ","P",7,0,3650,2007.5,246.38,1888.88,55,5,5
"SA0010517","45","PAQ","P",8,0,3700,1924,266.4,2042.4,52,8,8
"SA0010518","60","PAQ","P",10,0,2300,1265,155.26,1190.26,55,2,2
"SA0010519","45","MOS","P",8,0,6350,3175,476.25,3651.25,50,6,6
"SA0010520","45","PAQ","P",66,0,20330,11181.5,1372.3,10520.8,55,21,21
"SA0010521","45","RUT","P",33,0,16100,8855,1086.76,8331.76,55,8,8
"SA0010522","60","PAQ","P",25,0,14530,7991.5,980.78,7519.28,55,15,15
"SA0010523","60","PAQ","P",43,0,13400,7370,904.5,6934.5,55,13,13
"SA0010524","45","PAQ","P",1,0,1400,700,105,805,50,1,1
