"folioSalida","condicionDePago","medioEmbarque","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"SA0010525","CONTADO","RUT","P",4,0,1215,546.75,100.25,768.5,45,4,4
"SA0010526","45","rut","P",1,0,600,330,40.5,310.5,55,1,1
"SA0010527","45","RUT","P",129,0,34170,16743.3,0,17426.7,49,28,28
"SA0010528","30","RUT","P",54,0,42135,23174.25,2844.13,21804.88,55,35,35
"SA0010529","30","RUT","P",59,0,28970,15933.5,1955.51,14992.01,55,36,36
"SA0010530","30","RUT","P",54,0,40620,22341,2741.87,21020.87,55,36,36
"SA0010531","45","RUT","P",66,0,63200,36024,4076.42,31252.42,57,37,37
"SA0010532","60","MOS","P",40,0,15480,8514,1044.91,8010.91,55,18,18
"SA0010533","45","RUT","P",34,0,17500,9975,1128.76,8653.76,57,21,21
"SA0010534","30","RUT","P",59,0,34860,19173,2353.06,18040.06,55,36,36
"SA0010535","30","RUT","P",11,0,4010,2205.5,270.68,2075.18,55,4,4
"SA0010536","30","RUT","P",39,0,33530,17435.6,2414.16,18508.56,52,24,24
"SA0010537","30","RUT","P",47,0,4510,2255,338.29,2593.29,50,34,34
"SA0010538","30","RUT","P",43,0,15540,7770,1165.5,8935.5,50,39,39
"SA0010539","30","RUT","P",42,0,18260,9130,1369.5,10499.5,50,38,38
"SA0010540","30","RUT","P",28,0,5170,2585,387.75,2972.75,50,21,21
"SA0010541","30","RUT","P",72,0,17070,8535,1280.25,9815.25,50,39,39
"SA0010542","30","RUT","P",22,0,4480,2240,336.01,2576.01,50,12,12
"SA0010543","45","RUT","P",174,0,108550,59702.5,7327.14,56174.64,55,39,39
"SA0010544","30","RUT","P",1,0,700,315,57.75,442.75,45,1,1
"SA0010545","30","PAQ","P",2,0,1500,675,123.75,948.75,45,2,2
"SA0010546","45","PAQ","P",1,0,700,350,52.5,402.5,50,1,1
"SA0010547","30","PAQ","P",2,0,1400,630,115.5,885.5,45,2,2
"SA0010548","90","PAQ","P",1,0,1000,570,64.5,494.5,57,1,1
"SA0010549","8","PAQ","P",2,0,700,315,57.75,442.75,45,2,2
"SA0010550","45","PAQ","P",2,0,660,363,44.56,341.56,55,2,2
"SA0010551","15","PAQ","P",6,0,2600,1248,202.8,1554.8,48,4,4
"SA0010552","90","RUT","P",148,0,60660,33363,4094.57,31391.57,55,35,35
"SA0010553","90","RUT","P",47,0,21770,11973.5,1469.5,11266,55,18,18
"SA0010554","45","RUT","P",45,0,100050,55027.5,6753.38,51775.88,55,8,8
"SA0010555","45","rut","P",91,0,55110,30310.5,3719.94,28519.44,55,33,33
"SA0010556","30","RUT","P",90,0,42510,20829.9,0,21680.1,49,37,37
"SA0010557","30","RUT","P",73,0,23540,11534.6,0,12005.4,49,33,33
"SA0010558","32","MOS","P",4,0,2800,1260,231.01,1771.01,45,4,4
"SA0010559","55","RUT","P",31,0,12110,6660.5,817.44,6266.94,55,22,22
"SA0010560","60","RUT","P",48,0,19640,10802,1325.76,10163.76,55,38,38
"SA0010561","60","RUT","P",41,0,4850,2667.5,327.41,2509.91,55,29,29
"SA0010562","90","RUT","P",464,0,110850,63184.5,7149.86,54815.36,57,34,34
"SA0010563","55","RUT","P",36,0,8340,4587,562.96,4315.96,55,22,22
"SA0010564","90","RUT","P",349,0,170600,97242,11003.71,84361.71,57,34,34
"SA0010565","90","RUT","P",429,0,160970,91752.9,10382.57,79599.67,57,33,33
"SA0010566","45","rut","P",2,0,5100,2805,344.25,2639.25,55,2,2
"SA0010567","45","rut","P",1,0,2000,1100,135,1035,55,1,1
"SA0010568","90","RUT","P",190,0,62090,35391.3,4004.82,30703.52,57,19,19
"SA0010569","55","RUT","P",22,0,15170,8343.5,1023.99,7850.49,55,14,14
"SA0010570","60","RUT","P",11,0,5280,2323.2,0,2956.8,44,5,5
"SA0010571","55","RUT","P",29,0,6240,3432,421.2,3229.2,55,15,15
"SA0010572","55","RUT","P",4,0,4100,2255,276.76,2121.76,55,4,4
"SA0010573","90","RUT","P",33,0,4320,2462.4,278.66,2136.26,57,7,7
"SA0010574","90","RUT","P",250,0,197770,112728.9,12756.18,97797.28,57,35,35
"SA0010575","90","RUT","P",133,0,45800,26106,2954.11,22648.11,57,24,24
"SA0010576","60","RUT","P",80,0,4430,2215,332.25,2547.25,50,24,24
"SA0010577","60","RUT","P",59,0,25430,13986.5,1716.56,13160.06,55,38,38
"SA0010578","60","RUT","P",59,0,18210,10015.5,1229.19,9423.69,55,34,34
"SA0010579","90","RUT","P",309,0,55650,31720.5,3589.43,27518.93,57,22,22
"SA0010580","30","PAQ","P",1,0,900,468,64.8,496.8,52,1,1
"SA0010581","45","PAQ","P",2,0,600,300,45,345,50,2,2
"SA0010582","60","PAQ","P",16,0,1160,580,87,667,50,9,9
"SA0010583","15","PAQ","P",4,0,1400,700,105,805,50,2,2
"SA0010584","30","PAQ","P",2,0,4800,2304,374.4,2870.4,48,2,2
"SA0010585","90","RUT","P",27,0,27,15.39,1.67,13.28,57,21,21
"SA0010586","45","PAQ","P",7,0,1540,847,103.95,796.95,55,4,4
"SA0010587","30","PAQ","P",3,0,3900,1950,292.5,2242.5,50,3,3
"SA0010588","60","RUT","P",44,0,11860,6523,800.57,6137.57,55,28,28
"SA0010589","30","PAQ","P",14,0,3220,1545.6,251.16,1925.56,48,11,11
"SA0010590","30","rut","P",72,0,60050,33027.5,4053.4,31075.9,55,31,31
"SA0010591","30","rut","P",51,0,32720,17996,2208.6,16932.6,55,20,20
"SA0010592","60","RUT","P",109,0,47450,26097.5,3202.89,24555.39,55,34,34
"SA0010593","60","RUT","P",25,0,21800,11990,1471.5,11281.5,55,7,7
"SA0010594","60","RUT","P",124,0,122000,67100,8235,63135,55,13,13
"SA0010595","60","RUT","P",35,0,24340,13387,1642.96,12595.96,55,15,15
"SA0010596","30","MOS","P",6,0,2950,1327.5,243.38,1865.88,45,6,6
"SA0010597","45","MOS","P",7,0,6520,3260,489,3749,50,7,7
"SA0010598","90","MOS","P",43,0,10420,5210,781.5,5991.5,50,8,8
"SA0010599","60","RUT","P",22,0,1980,990,148.5,1138.5,50,9,9
"SA0010600","60","RUT","P",2,0,3000,1650,202.5,1552.5,55,2,2
"SA0010601","60","RUT","P",61,0,10050,5025,753.75,5778.75,50,24,24
"SA0010602","60","RUT","P",74,0,55810,30695.5,3767.18,28881.68,55,39,39
"SA0010603","60","RUT","P",91,0,45070,24788.5,3042.24,23323.74,55,36,36
"SA0010604","45","PAQ","P",1,0,1400,728,100.8,772.8,52,1,1
"SA0010605","60","RUT","P",47,0,15130,7565,1134.75,8699.75,50,24,24
"SA0010606","60","RUT","P",24,0,10270,5648.5,693.23,5314.73,55,10,10
"SA0010607","60","PAQ","P",1,0,4600,2530,310.5,2380.5,55,1,1
"SA0010608","30","PAQ","P",3,0,1260,693,85.05,652.05,55,2,2
"SA0010609","30","PAQ","P",1,0,2000,1100,135,1035,55,1,1
"SA0010610","60","RUT","P",19,0,7500,3750,562.5,4312.5,50,10,10
"SA0010611","30","PAQ","P",5,0,2610,1252.8,203.58,1560.78,48,5,5
"SA0010612","60","RUT","P",51,0,23540,11770,1765.5,13535.5,50,25,25
"SA0010613","60","RUT","P",69,0,11245,5622.5,843.38,6465.88,50,25,25
"SA0010614","60","RUT","P",66,0,9415,4707.5,706.13,5413.63,50,25,25
"SA0010615","30","RUT","P",137,0,54550,30002.5,3682.14,28229.64,55,30,30
"SA0010616","45","RUT","P",123,0,39860,21923,2690.59,20627.59,55,32,32
"SA0010617","60","RUT","P",101,0,49090,24054.1,0,25035.9,49,35,35
"SA0010618","60","RUT","P",81,0,32560,15954.4,0,16605.6,49,35,35
"SA0010619","60","RUT","P",90,0,19830,9716.7,0,10113.3,49,34,34
"SA0010620","60","RUT","P",119,0,14080,6899.2,0,7180.8,49,34,34
"SA0010621","60","RUT","P",19,0,4540,2224.6,0,2315.4,49,6,6
"SA0010622","60","PAQ","P",28,0,6155,3385.25,415.47,3185.22,55,14,14
"SA0010623","60","PAQ","P",2,0,850,467.5,57.38,439.88,55,2,2
"SA0010624","30","PAQ","P",10,0,5500,3025,371.26,2846.26,55,2,2
"SA0010625","45","PAQ","P",4,0,700,336,54.6,418.6,48,3,3
"SA0010626","30","PAQ","P",10,0,4170,2293.5,281.49,2157.99,55,9,9
"SA0010627","60","PAQ","P",45,0,13700,7535,924.76,7089.76,55,15,15
"SA0010628","30","PAQ","P",2,0,600,300,45,345,50,2,2
"SA0010629","60","MOS","P",42,0,20575,11316.25,1388.83,10647.58,55,24,24
"SA0010630","60","PAQ","P",2,0,3400,1870,229.5,1759.5,55,1,1
"SA0010631","30","PAQ","P",6,0,9400,4512,733.2,5621.2,48,6,6
"SA0010632","60","PAQ","P",31,0,6000,3180,423,3243,53,9,9
"SA0010633","45","PAQ","P",9,0,5200,2600,390,2990,50,7,7
"SA0010634","30","PAQ","P",2,0,580,290,43.5,333.5,50,2,2
"SA0010635","CONTADO","PAQ","P",2,0,630,302.4,49.14,376.74,48,2,2
"SA0010636","30","PAQ","P",8,0,2180,1046.4,170.04,1303.64,48,7,7
"SA0010637","45","PAQ","P",24,0,8400,4620,567.01,4347.01,55,10,10
"SA0010638","30","PAQ","P",2,0,1500,750,112.5,862.5,50,2,2
"SA0010639","CONTADO","PAQ","P",19,0,22140,9963,1826.55,14003.55,45,17,17
"SA0010640","30","MOS","P",6,0,6350,2857.5,523.88,4016.38,45,6,6
"SA0010641","45","RUT","P",43,0,35540,17414.6,0,18125.4,49,35,35
"SA0010642","45","RUT","P",46,0,32100,15729,0,16371,49,33,33
"SA0010643","45","RUT","P",42,0,20770,10177.3,0,10592.7,49,34,34
"SA0010644","45","RUT","P",131,0,16655,8160.95,0,8494.05,49,34,34
"SA0010645","30","RUT","P",79,0,16790,8227.1,0,8562.9,49,35,35
"SA0010646","30","RUT","P",20,0,3790,1857.1,0,1932.9,49,7,7
"SA0010647","45","MOS","P",3,0,1400,700,105,805,50,3,3
"SA0010648","45","RUT","P",44,0,31060,15219.4,0,15840.6,49,36,36
"SA0010649","45","RUT","P",37,0,15770,7727.3,0,8042.7,49,28,28
"SA0010650","15","MOS","P",2,0,180,81,14.86,113.86,45,2,2
"SA0010651","45","RUT","P",1,0,2300,1265,155.25,1190.25,55,1,1
"SA0010652","30","MOS","P",1,0,224.8,0,33.72,258.52,0,1,1
"SA0010653","30","RUT","P",12,0,15730,7865,1179.76,9044.76,50,11,11
"SA0010654","30","RUT","P",114,0,61910,35288.7,3993.23,30614.53,57,34,34
"SA0010655","30","RUT","P",28,0,40540,23107.8,2614.83,20047.03,57,18,18
"SA0010656","30","RUT","P",159,0,18250,8760,1423.5,10913.5,48,17,17
"SA0010657","60","MOS","P",1,0,800,360,66,506,45,1,1
"SA0010658","30","RUT","P",20,0,14000,7280,1008,7728,52,4,4
"SA0010659","90","PAQ","P",5,0,6000,3480,378,2898,58,2,3
"SA0010660","30","RUT","P",30,0,20580,10290,1543.5,11833.5,50,25,25
"SA0010661","30","RUT","P",80,0,17840,8741.6,0,9098.4,49,11,11
"SA0010662","30","PAQ","P",2,0,2600,1352,187.2,1435.2,52,2,2
"SA0010663","30","PAQ","P",1,0,2500,1375,168.75,1293.75,55,1,1
"SA0010664","30","RUT","P",60,0,21830,11351.6,1571.76,12050.16,52,39,39
"SA0010665","30","RUT","P",55,0,15050,7374.5,0,7675.5,49,36,36
"SA0010666","30","PAQ","P",5,0,3570,1785,267.75,2052.75,50,5,5
"SA0010667","30","RUT","P",31,0,3310,1721.2,238.32,1827.12,52,10,10
"SA0010668","30","RUT","P",32,0,16240,7957.6,0,8282.4,49,26,26
"SA0010669","30","RUT","P",45,0,21630,11896.5,1460.05,11193.55,55,38,38
"SA0010670","30","RUT","P",20,0,10380,5709,700.67,5371.67,55,20,20
"SA0010671","30","PAQ","P",4,0,1410,733.2,101.52,778.32,52,3,3
"SA0010672","30","PAQ","P",4,0,1650,792,128.7,986.7,48,4,4
"SA0010673","60","MOS","P",2,0,4600,2530,310.5,2380.5,55,2,2
"SA0010674","30","MOS","P",6,0,2400,1080,198,1518,45,2,2
"SA0010675","60","MOS","P",86,0,17520,9986.4,1130.04,8663.64,57,10,10
"SA0010676","90","RUT","P",82,0,63250,36052.5,4079.65,31277.15,57,24,24
"SA0010677","90","RUT","P",100,0,45470,25917.9,2932.84,22484.94,57,24,24
"SA0010678","90","RUT","P",111,0,20260,11548.2,1306.79,10018.59,57,23,23
"SA0010679","90","RUT","P",30,0,14100,8037,909.45,6972.45,57,10,10
"SA0010680","15","PAQ","P",3,0,1050,525,78.75,603.75,50,3,3
"SA0010681","30","PAQ","P",5,0,1780,890,133.5,1023.5,50,3,3
"SA0010682","45","PAQ","P",2,0,2200,1210,148.5,1138.5,55,2,2
"SA0010683","30","PAQ","P",2,0,4600,2208,358.8,2750.8,48,1,1
"SA0010684","60","PAQ","P",2,0,480,240,36,276,50,2,2
"SA0010685","60","PAQ","P",14,0,3270,1798.5,220.75,1692.25,55,12,12
"SA0010686","60","PAQ","P",7,0,13650,7507.5,921.38,7063.88,55,7,7
"SA0010687","30","PAQ","P",2,0,1250,600,97.5,747.5,48,2,2
"SA0010688","30","PAQ","P",6,0,4720,2124,389.4,2985.4,45,5,5
"SA0010689","30","PAQ","P",16,0,4180,2299,282.16,2163.16,55,13,13
"SA0010690","30","PAQ","P",3,0,1700,935,114.75,879.75,55,2,2
"SA0010691","45","PAQ","P",4,0,1260,630,94.5,724.5,50,4,4
"SA0010692","30","PAQ","P",3,0,1600,768,124.8,956.8,48,3,3
"SA0010693","30","RUT","P",5,0,4600,2530,310.5,2380.5,55,5,5
"SA0010694","45","RUT","P",19,0,7265,3632.5,544.88,4177.38,50,7,7
"SA0010695","60","PAQ","P",5,0,3290,1809.5,222.08,1702.58,55,5,5
"SA0010696","30","PAQ","P",1,0,600,330,40.5,310.5,55,1,1
"SA0010697","60","PAQ","P",8,0,2200,1166,155.11,1189.11,53,2,2
"SA0010698","30","PAQ","P",2,0,650,338,46.8,358.8,52,2,2
"SA0010699","45","PAQ","P",4,0,3680,1913.6,264.96,2031.36,52,4,4
"SA0010700","30","PAQ","P",2,0,900,450,67.5,517.5,50,1,1
"SA0010701","30","PAQ","P",1,0,1400,672,109.2,837.2,48,1,1
"SA0010702","30","PAQ","P",5,0,2250,1237.5,151.88,1164.38,55,1,1
"SA0010703","30","MOS","P",3,0,720,324,59.41,455.41,45,3,3
"SA0010704","60","MOS","P",5,0,2580,1419,174.16,1335.16,55,5,5
"SA0010705","60","MOS","P",24,0,21950,12072.5,1481.66,11359.16,55,22,22
"SA0010706","45","PAQ","P",5,0,1880,902.4,146.64,1124.24,48,4,4
"SA0010707","30","PAQ","P",2,0,1400,770,94.5,724.5,55,2,2
"SA0010708","45","PAQ","P",3,0,710,355,53.25,408.25,50,2,2
"SA0010709","45","PAQ","P",4,0,640,320,48,368,50,2,2
"SA0010710","60","PAQ","P",7,0,5310,2920.5,358.44,2747.94,55,7,7
"SA0010711","60","PAQ","P",1,0,2300,1265,155.25,1190.25,55,1,1
"SA0010712","45","PAQ","P",2,0,600,300,45,345,50,2,2
"SA0010713","60","PAQ","P",21,0,4500,2385,317.26,2432.26,53,6,6
"SA0010714","60","PAQ","P",12,0,4910,2700.5,331.44,2540.94,55,10,10
"SA0010715","30","PAQ","P",1,0,2000,960,156,1196,48,1,1
"SA0010716","30","PAQ","P",3,0,740,333,61.05,468.05,45,3,3
"SA0010717","30","PAQ","P",4,0,3500,1750,262.5,2012.5,50,4,4
"SA0010718","45","PAQ","P",13,0,3620,1882.4,260.64,1998.24,52,11,11
"SA0010719","60","PAQ","P",13,0,3000,1650,202.5,1552.5,55,4,4
"SA0010720","30","PAQ","P",11,0,3660,1756.8,285.48,2188.68,48,10,10
"SA0010721","45","PAQ","P",70,0,24960,13728,1684.81,12916.81,55,18,18
"SA0010722","60","PAQ","P",16,0,24100,13255,1626.76,12471.76,55,16,16
"SA0010723","45","MOS","P",22,0,4630,2083.5,381.98,2928.48,45,8,8
"SA0010724","30","MOS","P",8,0,4800,2160,396.01,3036.01,45,8,8
"SA0010725","45","RUT","P",2,0,1200,660,81,621,55,1,1
"SA0010726","60","RUT","P",198,0,12650,6957.5,853.88,6546.38,55,4,4
"SA0010727","30","RUT","P",1,0,800,440,54,414,55,1,1
"SA0010728","30","MOS","P",5,0,1600,720,132,1012,45,5,5
"SA0010729","30","rut","P",5,0,6500,2925,536.25,4111.25,45,5,5
"SA0010730","60","PAQ","P",46,0,3925,2158.75,264.97,2031.22,55,22,22
"SA0010731","60","PAQ","P",16,0,4320,2289.6,304.56,2334.96,53,7,7
"SA0010732","45","PAQ","P",1,0,650,357.5,43.88,336.38,55,1,1
"SA0010733","30","PAQ","P",5,0,550,302.5,37.13,284.63,55,1,1
"SA0010734","60","PAQ","P",6,0,6600,3630,445.5,3415.5,55,3,3
"SA0010735","30","PAQ","P",23,0,6450,2580,580.5,4450.5,40,22,22
"SA0010736","30","PAQ","P",1,0,500,240,39,299,48,1,1
"SA0010737","45","PAQ","P",1,0,800,400,60,460,50,1,1
"SA0010738","60","PAQ","P",47,0,15480,8514,1044.92,8010.92,55,18,18
"SA0010739","30","rut","P",1,0,2300,1150,172.5,1322.5,50,1,1
"SA0010740","60","PAQ","P",1,0,320,176,21.6,165.6,55,1,1
"SA0010741","30","paq","P",3,0,3200,1600,240,1840,50,3,3
"SA0010742","CONTADO","MOS","P",1,0,130,45.5,12.68,97.18,35,1,1
"SA0010743","30","PAQ","P",15,0,5960,2682,491.72,3769.72,45,11,11
"SA0010744","60","PAQ","P",36,0,4350,2392.5,293.63,2251.13,55,3,3
"SA0010745","30","MOS","P",20,0,5960,2682,491.71,3769.71,45,8,8
"SA0010746","90","RUT","P",98,0,38750,22087.5,2499.38,19161.88,57,23,23
"SA0010747","90","RUT","P",26,0,5040,2872.8,325.09,2492.29,57,4,4
"SA0010748","90","RUT","P",55,0,16000,9120,1032.01,7912.01,57,10,10
"SA0010749","15","MOS","P",2,0,1600,800,120,920,50,2,2
"SA0010750","60","MOS","P",9,0,8250,4537.5,556.88,4269.38,55,6,6
"SA0010751","15","MOS","P",2,0,1300,585,107.26,822.26,45,2,2
"SA0010752","32","MOS","P",13,0,10850,4882.5,895.13,6862.63,45,12,12
"SA0010753","60","MOS","P",1,0,2600,1170,214.5,1644.5,45,1,1
"SA0010754","60","RUT","P",171,0,34360,18898,2319.31,17781.31,55,25,25
"SA0010755","60","RUT","P",4,0,1140,627,76.95,589.95,55,4,4
"SA0010756","60","MOS","P",1,0,2800,1596,180.6,1384.6,57,1,1
"SA0010757","30","PAQ","P",3,0,2100,945,173.26,1328.26,45,3,3
"SA0010758","60","PAQ","P",5,0,2500,1375,168.75,1293.75,55,1,1
"SA0010759","45","MOS","P",6,0,5450,2725,408.75,3133.75,50,4,4
"SA0010760","30","PAQ","P",1,0,2300,1035,189.75,1454.75,45,1,1
"SA0010761","45","PAQ","P",4,0,4140,2152.8,298.08,2285.28,52,4,4
"SA0010762","40","PAQ","P",2,0,1450,768.5,102.23,783.73,53,2,2
"SA0010763","30","PAQ","P",7,0,1170,585,87.75,672.75,50,4,4
"SA0010764","60","RUT","P",12,0,3390,1491.6,0,1898.4,44,5,5
"SA0010765","30","PAQ","P",4,0,3200,1760,216,1656,55,2,2
"SA0010766","45","PAQ","P",34,0,5630,2533.5,464.51,3561.01,45,24,24
"SA0010767","45","PAQ","P",3,0,1570,706.5,129.53,993.03,45,3,3
"SA0010768","45","RUT","P",28,0,10910,6000.5,736.48,5645.98,55,28,28
"SA0010769","30","RUT","P",48,0,23050,11525,1728.75,13253.75,50,38,38
"SA0010770","30","RUT","P",22,0,2800,1400,210.02,1610.02,50,21,21
"SA0010771","30","MOS","P",2,0,1050,472.5,86.63,664.13,45,2,2
"SA0010772","45","RUT","P",44,0,14640,8052,988.25,7576.25,55,34,34
"SA0010773","30","RUT","P",53,0,24015,12487.8,1729.08,13256.28,52,36,36
"SA0010774","CONTADO","RUT","P",55,0,20760,9964.8,1619.28,12414.48,48,28,28
"SA0010775","30","RUT","P",62,0,17620,8810,1321.51,10131.51,50,27,27
"SA0010776","90","RUT","P",13,0,10300,5871,664.35,5093.35,57,5,5
"SA0010777","30","PAQ","P",4,0,3320,1660,249,1909,50,4,4
"SA0010778","30","PAQ","P",3,0,1500,750,112.5,862.5,50,3,3
"SA0010779","45","PAQ","P",4,0,1250,625,93.75,718.75,50,4,4
"SA0010780","CONTADO","PAQ","P",5,0,7800,4290,526.5,4036.5,55,5,5
"SA0010781","CONTADO","paq","P",4,0,3100,1550,232.5,1782.5,50,4,4
"SA0010782","45","PAQ","P",2,0,1050,546,75.6,579.6,52,2,2
"SA0010783","30","PAQ","P",1,0,1000,480,78,598,48,1,1
"SA0010784","30","rut","P",44,0,16530,8265,1239.75,9504.75,50,39,39
"SA0010785","30","RUT","P",43,0,10580,5290,793.5,6083.5,50,35,35
"SA0010786","30","PAQ","P",1,0,600,330,40.5,310.5,55,1,1
"SA0010787","30","RUT","P",53,0,12700,6350,952.5,7302.5,50,30,30
"SA0010788","30","RUT","P",49,0,22130,11065,1659.75,12724.75,50,35,35
"SA0010789","30","PAQ","P",4,0,1600,880,108,828,55,4,4
"SA0010790","60","PAQ","P",5,0,1670,918.5,112.74,864.24,55,5,5
"SA0010791","60","PAQ","P",4,0,2250,1237.5,151.88,1164.38,55,3,3
"SA0010792","45","PAQ","P",39,0,24880,13684,1679.4,12875.4,55,19,19
"SA0010793","30","PAQ","P",8,0,2860,1372.8,223.08,1710.28,48,7,7
"SA0010794","60","PAQ","P",1,0,700,385,47.25,362.25,55,1,1
"SA0010795","30","PAQ","P",8,0,3090,1483.2,241.02,1847.82,48,8,8
"SA0010796","45","PAQ","P",1,0,1600,768,124.8,956.8,48,1,1
"SA0010797","30","PAQ","P",4,0,3100,1488,241.8,1853.8,48,3,3
"SA0010798","30","PAQ","P",3,0,940,470,70.5,540.5,50,2,2
"SA0010799","90","RUT","P",88,0,38200,19100,2865,21965,50,36,36
"SA0010800","90","RUT","P",131,0,69070,34535,5180.25,39715.25,50,38,38
"SA0010801","90","RUT","P",150,0,30620,15310,2296.5,17606.5,50,32,32
"SA0010802","90","RUT","P",179,0,35460,17730,2659.5,20389.5,50,37,37
"SA0010803","90","RUT","P",145,0,68080,34040,5106,39146,50,38,38
"SA0010804","90","RUT","P",172,0,46480,23240,3486,26726,50,35,35
"SA0010805","90","RUT","P",112,0,73540,36770,5515.5,42285.5,50,37,37
"SA0010806","45","RUT","P",85,0,15824,7279.04,1281.74,9826.7,46,38,38
"SA0010807","45","RUT","P",56,0,7010,3224.6,567.81,4353.21,46,36,37
"SA0010808","45","RUT","P",37,0,6720,3091.2,544.32,4173.12,46,31,31
"SA0010809","30","RUT","P",48,0,19680,9840,1476,11316,50,24,24
"SA0010810","15","MOS","P",5,0,1640,738,135.3,1037.3,45,5,5
"SA0010811","90","RUT","P",130,0,29440,14720,2208,16928,50,35,35
"SA0010812","90","RUT","P",142,0,78240,39120,5868,44988,50,29,29
"SA0010813","90","RUT","P",230,0,38360,19180,2877,22057,50,37,37
"SA0010814","30","MOS","P",7,0,2800,1260,231,1771,45,5,5
"SA0010815","90","RUT","P",114,0,33060,16530,2479.5,19009.5,50,38,38
"SA0010816","30","RUT","P",149,0,57330,29811.6,4127.76,31646.16,52,24,24
"SA0010817","24","RUT","P",40,0,28690,15205.7,2022.68,15506.98,53,35,35
"SA0010818","24","RUT","P",50,0,12180,6455.4,858.75,6583.35,53,38,38
"SA0010819","45","RUT","P",21,0,13380,6957.6,963.36,7385.76,52,18,18
"SA0010820","60","MOS","P",4,0,1190,654.5,80.34,615.84,55,4,4
"SA0010821","30","rut","P",77,0,23900,13145,1613.26,12368.26,55,6,6
"SA0010822","CONTADO","MOS","P",2,0,2400,720,252,1932,30,2,2
"SA0010823","90","RUT","P",124,0,77960,38980,5847,44827,50,38,38
"SA0010824","90","RUT","P",89,0,43480,21740,3261,25001,50,37,37
"SA0010825","90","RUT","P",121,0,25070,12535,1880.25,14415.25,50,35,35
"SA0010826","45","rut","P",1,0,2300,1150,172.5,1322.5,50,1,1
"SA0010827","30","PAQ","P",57,0,5330,2665,399.75,3064.75,50,20,20
"SA0010828","15","RUT","P",1,0,500,225,41.25,316.25,45,1,1
"SA0010829","30","RUT","P",1,0,200,90,16.5,126.5,45,1,1
"SA0010830","90","RUT","P",199,0,57580,28790,4318.5,33108.5,50,37,37
"SA0010831","45","MOS","P",1,0,400,180,33,253,45,1,1
"SA0010832","30","RUT","P",10,0,8240,4120,618,4738,50,10,10
"SA0010833","90","RUT","P",231,0,30460,15230,2284.5,17514.5,50,37,37
"SA0010834","CONTADO","MOS","P",3,0,2500,750,262.5,2012.5,30,3,3
"SA0010835","45","MOS","P",9,0,12450,6225,933.75,7158.75,50,9,9
"SA0010836","30","RUT","P",111,0,55480,27740,4161,31901,50,38,38
"SA0010837","60","RUT","P",67,0,27010,14855.5,1823.2,13977.7,55,35,35
"SA0010838","60","RUT","P",43,0,9330,5131.5,629.84,4828.34,55,25,25
"SA0010839","90","RUT","P",18,0,3800,2166,245.1,1879.1,57,3,3
"SA0010840","30","RUT","P",43,0,29460,14730,2209.5,16939.5,50,38,38
"SA0010841","45","PAQ","P",6,0,480,264,32.4,248.4,55,3,3
"SA0010842","30","PAQ","P",4,0,3700,1776,288.6,2212.6,48,4,4
"SA0010843","30","PAQ","P",3,0,1360,652.8,106.08,813.28,48,3,3
"SA0010844","30","PAQ","P",3,0,1350,702,97.2,745.2,52,3,3
"SA0010845","60","PAQ","P",28,0,8880,4884,599.4,4595.4,55,11,11
"SA0010846","60","PAQ","P",28,0,11150,6132.5,752.64,5770.14,55,14,14
"SA0010847","30","RUT","P",51,0,17030,8515,1277.25,9792.25,50,38,38
"SA0010848","30","RUT","P",16,0,6750,3375,506.25,3881.25,50,10,10
"SA0010849","32","MOS","P",8,0,5760,2592,475.21,3643.21,45,8,8
"SA0010850","45","RUT","P",51,0,26490,13774.8,1907.28,14622.48,52,34,34
"SA0010851","45","RUT","P",19,0,4830,2511.6,347.76,2666.16,52,17,17
"SA0010852","30","RUT","P",87,0,18420,9210,1381.5,10591.5,50,38,38
"SA0010853","30","MOS","P",1,0,1600,800,120,920,50,1,1
"SA0010854","60","MOS","P",124,0,20955,11944.35,1351.62,10362.27,57,22,22
"SA0010855","60","MOS","P",16,0,8900,5073,574.05,4401.05,57,4,4
"SA0010856","60","MOS","P",2,0,2400,1368,154.8,1186.8,57,1,1
"SA0010857","90","RUT","P",119,0,31050,17698.5,2002.72,15354.22,57,22,22
"SA0010858","90","RUT","P",155,0,36040,20542.8,2324.58,17821.78,57,25,25
"SA0010859","90","RUT","P",60,0,52950,30181.5,3415.28,26183.78,57,24,24
"SA0010860","60","RUT","P",48,0,50130,27571.5,3383.8,25942.3,55,29,29
"SA0010861","30","PAQ","P",3,0,1310,628.8,102.18,783.38,48,3,3
"SA0010862","30","RUT","P",50,0,12340,6170,925.5,7095.5,50,36,36
"SA0010863","45","RUT","P",20,0,7580,3941.6,545.76,4184.16,52,13,14
"SA0010864","30","RUT","P",56,0,9760,4684.8,761.28,5836.48,48,36,36
"SA0010865","30","RUT","P",72,0,10395,4989.6,810.81,6216.21,48,37,37
"SA0010866","30","RUT","P",24,0,4160,1996.8,324.48,2487.68,48,13,13
"SA0010867","30","MOS","P",6,0,2540,1397,171.45,1314.45,55,4,4
"SA0010868","60","PAQ","P",12,0,5260,2893,355.06,2722.06,55,9,9
"SA0010869","45","RUT","P",43,0,8830,4415,662.25,5077.25,50,32,32
