"ClaveArticulo","Descripcion","ArticuloTipo","ArticuloGrupo","ArticuloClase","Almacenable","Identificacion","UMedInv","UMedVenta","UMedCpa","Precio","pctDescuento","UbicacionAlmacen","UbicacionClave"
"ELCPU77C","ESPEJO LAT CHEV PU /SUBU 77-91 CROM S/CONT LH=RH","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"ELCPU92AL","ESPEJO LAT CHEV PU 92-98 CHEY A INOX SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",330,0,"01","01"
"ELCPU92AR","ESPEJO LAT CHEV PU 92-98 CHEY A INOX SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",330,0,"01","01"
"ELCPU92NL","ESPEJO LAT CHEV PU 92-98 CUSTOM NEGRO S/CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",330,0,"01","01"
"ELCPU92NR","ESPEJO LAT CHEV PU 92-98 CUSTOM NEGRO S/CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",330,0,"01","01"
"ELCPU92SL","ESPEJO LAT CHEV PU 92-98 SS-400 SIN CONTROL IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELCPU92SR","ESPEJO LAT CHEV PU 92-98 SS-400 SIN CONTROL DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELCPU99CL","ESPEJO LAT CHEV PU 99-02 CROMADO SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELCPU99CR","ESPEJO LAT CHEV PU 99-02 CROMADO SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELCPU99ECL","ESPEJO LAT CHEV PU 99-02 CROMADO ELECTRICO IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELCPU99ECR","ESPEJO LAT CHEV PU 99-02 CROMADO ELECTRICO DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELCPU99NCL","ESPEJO LAT CHEV PU 99-02 NEGRO CHINO SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELCPU99NCR","ESPEJO LAT CHEV PU 99-02 NEGRO CHINO SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELCPU99NLL","ESPEJO LAT CHEV PU 99-02 NEGRO LISO SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELCPU99NLR","ESPEJO LAT CHEV PU 99-02 NEGRO LISO SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELCS1082AL","ESPEJO LAT S-10 82-93 CHICO AMER SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"ELCS1082AR","ESPEJO LAT S-10 82-93 CHICO AMER SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"ELCS1086CL","ESPEJO LAT S-10 86-94 CROMADO SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"ELCS1086CR","ESPEJO LAT S-10 86-94 CROMADO SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"ELCS1086NL","ESPEJO LAT S-10 86-94 NEGRO SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"ELCS1086NR","ESPEJO LAT S-10 86-94 NEGRO SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"ELCS1094AL","ESPEJO LAT S-10 94-97 CHICO AMER SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"ELCS1094AR","ESPEJO LAT S-10 94-97 CHICO AMER SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"ELCS1095EL","ESPEJO LAT S-10 95-97 ELECTRICO IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELCS1095ER","ESPEJO LAT S-10 95-97 ELECTRICO DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELCS1095L","ESPEJO LAT S-10 95-97 SIN CONTROL IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELCS1095R","ESPEJO LAT S-10 95-97 SIN CONTROL DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELCS1098EL","ESPEJO LAT S-10 98-03 C/DESEM ELECT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELCS1098ER","ESPEJO LAT S-10 98-03 C/DESEM ELECT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELCS1098L","ESPEJO LAT S-10 98-03 SIN CONTROL IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELCS1098R","ESPEJO LAT S-10 98-03 SIN CONTROL DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELCSU92EL","ESPEJO LAT SUBURBAN / SILVERADO 92-98 ELECT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELCSU92ER","ESPEJO LAT SUBURBAN / SILVERADO 92-98 ELECT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELCSU92L","ESPEJO LAT SUBURBAN / SILVERADO 92-98 SIN CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"ELCSU92R","ESPEJO LAT SUBURBAN / SILVERADO 92-98 SIN CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"ELCTB02EL","ESPEJO LAT TRAIL BLAZER 02-03 C/DESEM ELECT IZQ","14ESP","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"ELCTB02ER","ESPEJO LAT TRAIL BLAZER 02-03 C/DESEM ELECT DER","14ESP","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"ELCTR99L","ESPEJO LAT TRACKER 99-03 SIN CONT IZQ","14ESP","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",1400,0,,
"ELCTR99R","ESPEJO LAT TRACKER 99-03 SIN CONT DER","14ESP","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",1400,0,,
"ELCVA98L","ESPEJO LAT CHEV VAN 98-02 EXPRESS S/CONT IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELCVA98R","ESPEJO LAT CHEV VAN 98-02 EXPRESS S/CONT DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELCVE97EL","ESPEJO LAT VENTURE 97-03 ELECTRICO IZQ","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"ELCVE97ER","ESPEJO LAT VENTURE 97-03 ELECTRICO DER","14ESP","CHEV","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"ELDCH84CCL","ESPEJO LAT CHEROKEE 84-96 CROM CON CONT MAN IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELDCH84CCR","ESPEJO LAT CHEROKEE 84-96 CROM CON CONT MAN DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELDCH84NCL","ESPEJO LAT CHEROKEE 84-96 NEGRO CON CONT MAN IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"ELDCH84NCR","ESPEJO LAT CHEROKEE 84-96 NEGRO CON CONT MAN DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"ELDDK87CL","ESPEJO LAT DAKOTA PU 87-96 CON CONT MANUAL IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"ELDDK87CR","ESPEJO LAT DAKOTA PU 87-96 CON CONT MANUAL DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"ELDDK87L","ESPEJO LAT DAKOTA PU 87-96 SIN CONT IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELDDK87R","ESPEJO LAT DAKOTA PU 87-96 SIN CONT DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELDDU98EL","ESPEJO LAT DURANGO 98-00 ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"ELDDU98ER","ESPEJO LAT DURANGO 98-00 ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"ELDGC93EL","ESPEJO LAT GRAND CHEROKEE 93-95 ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELDGC93ER","ESPEJO LAT GRAND CHEROKEE 93-95 ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELDGC96EL","ESPEJO LAT GRAND CHEROKEE 96-98 ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELDGC96ER","ESPEJO LAT GRAND CHEROKEE 96-98 ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELDGC99EL","ESPEJO LAT GRAND CHEROKEE 99-03 C/DESEMP ELECT IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"ELDGC99ER","ESPEJO LAT GRAND CHEROKEE 99-03 C/DESEMP ELECT DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"ELDNE00CL","ESPEJO LAT NEON 00-03 CON CONT MANUAL IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELDNE00EL","ESPEJO LAT NEON 00-03 ELECTRICO IZQ","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",1100,0,"01","01"
"ELDNE00ER","ESPEJO LAT NEON 00-03 ELECTRICO DER","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",1100,0,"01","01"
"ELDNE00R","ESPEJO LAT NEON 00-03 SIN CONT DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELDNE94CL","ESPEJO LAT NEON 94-99 CON CONT MANUAL IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELDNE94CR","ESPEJO LAT NEON 94-99 CON CONT MANUAL DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELDNE94EL","ESPEJO LAT NEON 94-99 ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELDNE94ER","ESPEJO LAT NEON 94-99 ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELDPT01CL","ESPEJO LAT PT CRUSIER 01-03 CON CONT MANUAL IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELDPT01CR","ESPEJO LAT PT CRUSIER 01-03 CON CONT MANUAL DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELDPU81A","ESPEJO LAT DODGE PU 81-93 A. INOX (ADAPT) LH=RH","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",330,0,"01","01"
"ELDPU94AL","ESPEJO LAT DODGE PU 94-97 RAM A INOX SIN CONT IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"ELDPU94AR","ESPEJO LAT DODGE PU 94-97 RAM A INOX SIN CONT DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"ELDPU94NL","ESPEJO LAT DODGE PU 94-97 RAM NEGRO SIN CONT IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"ELDPU94NR","ESPEJO LAT DODGE PU 94-97 RAM NEGRO SIN CONT DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"ELDPU98EL","ESPEJO LAT DODGE PU 98-02 RAM ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDPU98ER","ESPEJO LAT DODGE PU 98-02 RAM ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDPU98L","ESPEJO LAT DODGE PU 98-02 RAM SIN CONTROL IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELDPU98R","ESPEJO LAT DODGE PU 98-02 RAM SIN CONTROL DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELDSH89CL","ESPEJO LAT SHADOW 89-94 CON CONT MANUAL IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELDSH89CR","ESPEJO LAT SHADOW 89-94 CON CONT MANUAL DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELDSP90CL","ESPEJO LAT SPIRIT 90-95 NEGRO CON CONT MAN IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELDSP90CR","ESPEJO LAT SPIRIT 90-95 NEGRO CON CONT MAN DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELDSP90EL","ESPEJO LAT SPIRIT 90-95 NEGRO ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"ELDSP90ER","ESPEJO LAT SPIRIT 90-95 NEGRO ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"ELDST95CL","ESPEJO LAT STRATUS / CIRRUS 95-00 CON CONT MAN IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"ELDST95CR","ESPEJO LAT STRATUS / CIRRUS 95-00 CON CONT MAN DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"ELDST95EL","ESPEJO LAT STRATUS / CIRRUS 95-00 ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDST95ER","ESPEJO LAT STRATUS / CIRRUS 95-00 ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDVA94L","ESPEJO LAT DODGE VAN 94-97 RAM SIN CONTROL IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELDVA94R","ESPEJO LAT DODGE VAN 94-97 RAM SIN CONTROL DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELDVA98EL","ESPEJO LAT DODGE VAN 98-03 RAM ELECT IZQ","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"ELDVA98ER","ESPEJO LAT DODGE VAN 98-03 RAM ELECT DER","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"ELDVA98L","ESPEJO LAT DODGE VAN 98-03 RAM SIN CONT IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELDVA98R","ESPEJO LAT DODGE VAN 98-03 RAM SIN CONT DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELDVO01EL","ESPEJO LAT VOYAGER 01-04 S/MEMO C/DESEMP ELECT IZQ","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",1300,0,,
"ELDVO01ER","ESPEJO LAT VOYAGER 01-04 S/MEMO C/DESEMP ELECT DER","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",1300,0,,
"ELDVO01L","ESPEJO LAT VOYAGER 01-04 SIN CONTROL IZQ","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",800,0,,
"ELDVO01R","ESPEJO LAT VOYAGER 01-04 SIN CONTROL DER","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",800,0,,
"ELDVO84CL","ESPEJO LAT VOYAGER/CARAVAN 84-90 CON CONT MAN IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELDVO84CR","ESPEJO LAT VOYAGER/CARAVAN 84-90 CON CONT MAN DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELDVO87EL","ESPEJO LAT VOYAGER/CARAVAN 87-90 ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDVO87ER","ESPEJO LAT VOYAGER/CARAVAN 87-90 ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDVO91EL","ESPEJO LAT VOYAGER/CARAVAN 91-94 ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDVO91ELD","ESPEJO LAT VOYAGER/CARAVAN 91-95 ELECTRICO C/DES IZQ","14ESP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",1400,0,,
"ELDVO91ER","ESPEJO LAT VOYAGER/CARAVAN 91-94 ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDVO91L","ESPEJO LAT VOYAGER/CARAVAN 91-95 SIN CONT IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELDVO91R","ESPEJO LAT VOYAGER/CARAVAN 91-95 SIN CONT DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELDVO96EL","ESPEJO LAT VOYAGER/CARAVAN 96-00 ELECTRICO IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDVO96ER","ESPEJO LAT VOYAGER/CARAVAN 96-00 ELECTRICO DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELDVO96L","ESPEJO LAT VOYAGER/CARAVAN 96-00 SIN CONT IZQ","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELDVO96R","ESPEJO LAT VOYAGER/CARAVAN 96-00 SIN CONT DER","14ESP","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFAE86L","ESPEJO LAT AEROSTAR 86-95 SIN CONT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFAE86R","ESPEJO LAT AEROSTAR 86-95 SIN CONT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFAE90EL","ESPEJO LAT AEROSTAR 90-95 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELFAE90ER","ESPEJO LAT AEROSTAR 90-95 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELFCN95CL","ESPEJO LAT CONTOUR / MYST 95-97 CON CONT MAN IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELFCN95CR","ESPEJO LAT CONTOUR / MYST 95-97 CON CONT MAN DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELFCN95EL","ESPEJO LAT CONTOUR / MYSTIQUE 95-96 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1300,0,"01","01"
"ELFCN95ER","ESPEJO LAT CONTOUR / MYSTIQUE 95-96 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1300,0,"01","01"
"ELFCN98EL","ESPEJO LAT CONTOUR / MYSTIQUE 98-00 ELECT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELFCN98ER","ESPEJO LAT CONTOUR / MYSTIQUE 98-00 ELECT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELFCO90EL","ESPEJO LAT COUGAR 90-95 / THUND 89-95 ELECT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFCO90ER","ESPEJO LAT COUGAR 90-95 / THUND 89-95 ELECT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFEC01EL","ESPEJO LAT ESCAPE 01-03 ELECT IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1600,0,,
"ELFEC01ER","ESPEJO LAT ESCAPE 01-03 ELECT DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1600,0,,
"ELFEP97ECL","ESPEJO LAT EXPEDITION 97-02 CROMADO ELEC IZQ","14ESP","FORD",,"S","LIBRE","PZA","PZA","PZA",1000,0,"01","01"
"ELFEP97ECR","ESPEJO LAT EXPEDITION 97-02 CROMADO ELEC DER","14ESP","FORD",,"S","LIBRE","PZA","PZA","PZA",1000,0,"01","01"
"ELFES94CL","ESPEJO LAT ESCORT 94-96 CON CONT MANUAL IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFES94EL","ESPEJO LAT ESCORT 94-96 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELFES94ER","ESPEJO LAT ESCORT 94-96 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELFES97EL","ESPEJO LAT ESCORT 97-99 4 PTAS S.W. ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELFES97ER","ESPEJO LAT ESCORT 97-99 4 PTAS S.W. ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELFES97L","ESPEJO LAT ESCORT 97-99 4 PTAS S.W. SIN CONT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELFES97R","ESPEJO LAT ESCORT 97-99 4 PTAS S.W. SIN CONT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELFES98EL","*ESPEJO LAT ESCORT 98-00 2 PTAS ZX2 ELECT IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"ELFES98ER","ESPEJO LAT ESCORT 98-00 2 PTAS ZX2 ELECT DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1400,0,,
"ELFES98L","*ESPEJO LAT ESCORT 98-00 2 PTAS ZX2 SIN CONT IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"ELFES98R","ESPEJO LAT ESCORT 98-00 2 PTAS ZX2 SIN CONT DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",850,0,,
"ELFEX02EL","ESPEJO LAT EXPLORER 02-03 ELEC C/LUZ INF IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1600,0,,
"ELFEX02ER","ESPEJO LAT EXPLORER 02-03 ELEC C/LUZ INF DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1600,0,,
"ELFEX95EL","ESPEJO LAT EXPLORER 95-02 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",750,0,"01","01"
"ELFEX95ER","ESPEJO LAT EXPLORER 95-02 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",750,0,"01","01"
"ELFFI04CL","ESPEJO LAT FIESTA 04 CON CONT MAN IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",700,0,,
"ELFFI04CR","ESPEJO LAT FIESTA 04 CON CONT MAN DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",700,0,,
"ELFFI04EL","ESPEJO LAT FIESTA 04 ELECT IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1100,0,,
"ELFFI04ER","ESPEJO LAT FIESTA 04 ELECT DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1100,0,,
"ELFFI98CL","ESPEJO LAT FIESTA/IKON/COU 98-03 C/CONT MANUAL IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFFI98CR","ESPEJO LAT FIESTA/IKON/COU 98-03 C/CONT MANUAL DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFFI98EL","ESPEJO LAT FIESTA/IKON/COU 98-03 ELECTRICO IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",900,0,,
"ELFFI98ER","ESPEJO LAT FIESTA/IKON/COU 98-03 ELECTRICO DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",900,0,,
"ELFFO00CL","ESPEJO LAT FOCUS 00-03 CON CONT MANUAL IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFFO00CR","ESPEJO LAT FOCUS 00-03 CON CONT MANUAL DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFFO00EL","ESPEJO LAT FOCUS 00-03 ELECTRICO IZQ","14ESP","FORD",,"S","LIBRE","PZA","PZA","PZA",600,0,"01","01"
"ELFFO00ER","ESPEJO LAT FOCUS 00-03 ELECTRICO DER","14ESP","FORD",,"S","LIBRE","PZA","PZA","PZA",600,0,"01","01"
"ELFGM92EL","ESPEJO LAT GRAND MARQUIS 92-95 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELFGM92ER","ESPEJO LAT GRAND MARQUIS 92-95 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"ELFGM96EL","ESPEJO LAT GRAND MARQUIS 96-97 C/DESEM ELECT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",950,0,"01","01"
"ELFGM96ER","ESPEJO LAT GRAND MARQUIS 96-97 C/DESEM ELECT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",950,0,"01","01"
"ELFGM98EL","ESPEJO LAT GRAND MARQUIS 98-02 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",950,0,"01","01"
"ELFGM98ER","ESPEJO LAT GRAND MARQUIS 98-02 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",950,0,"01","01"
"ELFKA01CL","ESPEJO LAT KA 01-04 CON CONTROL IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",400,0,,
