"ClaveArticulo","Descripcion","ArticuloTipo","ArticuloGrupo","ArticuloClase","Almacenable","Identificacion","UMedInv","UMedVenta","UMedCpa","Precio","pctDescuento","UbicacionAlmacen","UbicacionClave"
"MRFRA83","MARCO RAD RANGER 83-88 / BRONCO II 84-90","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1700,0,"01","01"
"MRFRA95","MARCO RAD RANGER 95-97","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"MRFRA98","MARCO RAD RANGER 98-03","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"MRFTO84","MARCO RAD TOPAZ 84-91","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"MRFTO92","MARCO RAD TOPAZ / GHIA 92-94","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",2000,0,"01","01"
"MRHCI99","MARCO RAD CIVIC 99-00","16MRD","HONDA","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"MRIPU83","MARCO RAD ISUZU PU / LUV 83-87","16MRD","ISUZU","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"MRIPU88","MARCO RAD ISUZU PU / LUV 88-94","16MRD","ISUZU","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"MRMPU86","MARCO RAD MAZDA PU 86-93","16MRD","MAZ","MTW","S","Libre","PZA","PZA","PZA",1600,0,"01","01"
"MRMTPU87","MARCO RAD MITSUBISHI PU L200 / RAM-50 87-96 2.0 L","16MRD","MITSU","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRNPL02C","MARCO RAD PLATINA / CLIO 02-03 CENTRAL","16MRD","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",1200,0,,
"MRNPL02CO","MARCO RAD PLATINA / CLIO 02-03 COMP C/REFUERZO","16MRD","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"MRNPL02L","MARCO RAD PLATINA / CLIO 02-03 IZQ","16MRD","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",800,0,,
"MRNPL02R","MARCO RAD PLATINA / CLIO 02-03 DER","16MRD","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",800,0,,
"MRNPU73","MARCO RAD DATSUN PU 73-80 (620)","16MRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRNPU81","MARCO RAD NISSAN PU 81-93 (720)","16MRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"MRNPU94","MARCO RAD NISSAN PU 94-03 (D-21)","16MRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"MRNSE96","MARCO RAD SENTRA 96-00 / LUCINO 96-98","16MRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",750,0,"01","01"
"MRNT184","MARCO RAD TSURU I 84-87","16MRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRNT288","MARCO RAD TSURU II 88-91","16MRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"MRNT392","MARCO RAD TSURU III 92-03","16MRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"MRNTS94","MARCO RAD TSUBAME 94-02","16MRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRRCL02C","ZBaja","16MRD","RENA","MTW","S","LIBRE","PZA","PZA","PZA",1200,0,,
"MRRCL02L","ZBaja","16MRD","RENA","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"MRRCL02R","ZBaja  M","16MRD","RENA","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"MRTPU84","MARCO RAD TOYOTA PU 84-88 (TODAS)","16MRD","TOYO","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRTPU89","MARCO RAD TOYOTA PU 89-95 (TODAS)","16MRD","TOYO","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"MRTT10093","MARCO RAD TOYOTA PU T100 93-98 ***","16MRD","TOYO","MTW","S","LIBRE","PZA","PZA","PZA",1500,0,,
"MRVGO93","MARCO RAD GOLF 92 1/2-98 / JETTA 93-98 C/REFUERZO","16MRD","VW","MTW","S","Libre","PZA","PZA","PZA",2600,0,"01","01"
"MRVJE87","MARCO RAD JETTA 87-92","16MRD","VW","MTW","S","Libre","PZA","PZA","PZA",750,0,"01","01"
"MRVPO00","MARCO RAD POINTER 00-03 C/REFUERZO","16MRD","VW","MTW","S","LIBRE","PZA","PZA","PZA",1400,0,,
"MTCAS85","MANIJA TAPA CAJA GMC-ASTRO/SAFARI VAN 85-94","33MTP","CHEV","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MTCPU89","MANIJA TAPA CAJA CHEV PU 89-91 NEGR C/CONT LIBER","33MTP","CHEV","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"MTCPU92","MANIJA TAPA CAJA CHEV PU 92-98 NEGR C/CONT LIBER","33MTP","CHEV","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"MTCPU99","MANIJA TAPA CAJA CHEV PU 99-02 NEGRA C/CONT LIBER","33MTP","CHEV","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"MTCS1082","MANIJA TAPA CAJA S-10 82-94 C/CONT LIBER","33MTP","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"MTCS1095","MANIJA TAPA CAJA S-10 95-03 C/CONT LIBER","33MTP","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"MTDPU94","MANIJA TAPA CAJA DODGE PU 94-02 NEGR C/CONT LIBE","33MTP","DODG","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"MTFPU73","MANIJA TAPA CAJA FORD PU 73-79 CROM C/CONT LIBER","33MTP","FORD","MTW","S","Libre","PZA","PZA","PZA",130,0,"01","01"
"MTFPU80","MANIJA TAPA CAJA FORD PU 80-86 CROM C/CONT LIBER","33MTP","FORD","MTW","S","Libre","PZA","PZA","PZA",130,0,"01","01"
"MTFPU87","MANIJA TAPA CAJA FORD PU 87-96 CROMADA","33MTP","FORD","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MTFPU97","MANIJA TAPA CAJA FORD PU 97-03 LOBO","33MTP","FORD","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"MTFRA83C","MANIJA TAPA CAJA RANGER 83-92 CROMADA","33MTP","FORD","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"MTFRA83P","MANIJA TAPA CAJA RANGER 83-92 NEGRA","33MTP","FORD","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"MTFRA93","MANIJA TAPA CAJA RANGER 93-02 NEGRA","33MTP","FORD","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MTMPU86","MANIJA TAPA CAJA MAZDA PU 86-93 CROMADA","33MTP","MAZ","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MTMTPU87","MANIJA TAPA CAJA MITSUBISHI PU L200 / D-50 87-96","33MTP","MITSU","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"MTNKC95","MANIJA TAPA CAJA NISSAN PU KING CAB 95-03 NEG C/CO","33MTP","NISSA","MTW","S","Libre","PZA","PZA","PZA",110,0,"01","01"
"MTNPU80A","MANIJA TAPA CAJA NISSAN PU 80-86 AMERICANA CROMAD","33MTP","NISSA","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MTNPU87A","MANIJA TAPA CAJA NISSAN PU 87-97 AMER NEGRA C/CONT","33MTP","NISSA","MTW","S","Libre","PZA","PZA","PZA",110,0,"01","01"
"MTTPU84","MANIJA TAPA CAJA TOYOTA PU 84-88 NEGRA","33MTP","TOYO","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MTTPU89","MANIJA TAPA CAJA TOYOTA PU 89-95 NEGRA","33MTP","TOYO","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MVDVO93S","MOTOVENT CARAVAN / VOYAGER 93-95 SOLO MOTOR ***","19MV","DODG","MTW","S","LIBRE","PZA","PZA","PZA",1800,0,,
"MVNT184","MOTOVENT TSURU 84-87 COMPLETO","19MV","NISSA","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MVNT288","MOTOVENT TSURU 88-91 COMPLETO","19MV","NISSA","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"MVNT396","MOTOVENT TSURU 96-02 / SENTRA 95-00 16 VAL COMPLETO","19MV","NISSA","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"MZ198BURW2","JGO CALAV MAZDA PU 86-93 SPORT CROMO","26CSP","MAZ","MTW","S","Libre","PZA","PZA","PZA",2500,0,"01","01"
"N60R865","BEDLINER NISSAN PU 86.5-97 C CORT 6.0 C/RIEL AME","70BLI","NISSA","MTW","S","Libre","PZA","PZA","PZA",2600,0,"01","01"
"NK60R98","BEDLINER NISSAN PU 86.5-97 K CAB 6.0 C/RIEL AMER","70BLI","NISSA","MTW","S","Libre","PZA","PZA","PZA",2600,0,"01","01"
"NK60R98L","BEDLINER FRONTIER PU 01-03 KING CAB 6.0 C/RIEL","70BLI","NISSA","MTW","S","Libre","PZA","PZA","PZA",2600,0,"01","01"
"NK6U865","BEDLINER FRONTIER PU 01-03 KING CAB 6.0 S/RIEL","70BLI","NISSA","MTW","S","Libre","PZA","PZA","PZA",2600,0,"01","01"
"OMH1001AUL","FARO CUTLASS 88-96 Y EURO C/BASE DE METAL IZQ","24FAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"OMH1001AUR","FARO CUTLASS 88-96 Y EURO C/BASE DE METAL DER","24FAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"OP037U1RW2","JGO CALAV CHEVY 94-03 3 PUERTAS SPORT CROMO","26CSP","CHEV","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"P1CV088ZA","HULE DEF DEL CHEV PU 99-02 CROM PERFORMANCE ***","26CAP","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",3500,0,,
"P1DG055ZA","HULE DEF DEL DODGE PU 02-03 SUP CROM PERFORMANCE ***","26CAP","DODG","MTW","S","LIBRE","PZA","PZA","PZA",3500,0,,
"PBNPU94N","PUSH BAR NISSAN PU 94-03 NEGRO C/OREJAS","72PBA","NISSA","MTW","S","Libre","PZA","PZA","PZA",1600,0,"01","01"
"PBS399L","PARRILLA BMW SERIE-3 99-02 CROMADA IZQ","03PAR","BMW","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"PBS399R","PARRILLA BMW SERIE-3 99-02 CROMADA DER","03PAR","BMW","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"PCAR00","PARRILLA ASTRA 00-03","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"PCAS85","PARRILLA ASTRO / SAFARI VAN 85-94 PINTADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"PCAS95C","PARRILLA ASTRO / SAFARI VAN 95-03 CROMADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"PCAS95G","PARRILLA ASTRO / SAFARI VAN 95-03 GRIS","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"PCBL95C","PARRILLA BLAZER 95-97 CROMADA ***","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",1200,0,,
"PCBL98C","PARRILLA BLAZER 98-01 CROMADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"PCCA90","PARRILLA CAVALIER 90 PINTADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"PCCA91","PARRILLA CAVALIER 91-92","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"PCCA93","PARRILLA CAVALIER 93-94","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"PCCE86","PARRILLA CENTURY 86-88","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"PCCE89","PARRILLA CENTURY 89-90","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"PCCE91","PARRILLA CENTURY 91-92","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",650,0,"01","01"
"PCCE94","PARRILLA CENTURY 94-96","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"PCCL86","PARRILLA CELEBRITY 86-89","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"PCCU89","PARRILLA CUTLASS 89-91 (LINEAS VERTICALES)","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",280,0,"01","01"
"PCCU89E","PARRILLA CUTLASS 89-91 EURO (LINEAS VERTICALES)","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",280,0,"01","01"
"PCLU97CP","PARRILLA LUV 97-98 FARO CUADRADO PINTADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"PCLU98RP","PARRILLA LUV 98 FARO RECTANGULAR PINTADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"PCLU99","PARRILLA LUV 99-03","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",650,0,"01","01"
"PCMA00","PARRILLA MALIBU 00-03","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",900,0,,
"PCMA97","PARRILLA MALIBU 97-99","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"PCMT04N","*PARRILLA MATIZ 2004 NEGRA","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"PCPU03C","*PARRILLA CHEV PU 03-04 CROMADA","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"PCPU73","PARRILLA CHEV PU 73-79 GRIS","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"PCPU80","PARRILLA CHEV PU 80","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"PCPU81CH","PARRILLA CHEV PU 81-82 CHEYENNE","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"PCPU81CU","PARRILLA CHEV PU 81-82 CUSTOM","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"PCPU85","PARRILLA CHEV PU 85 (PLASTICO)","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"PCPU88GM","PARRILLA CHEV PU 88-92 GMC LUJO AMERICANA","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",1300,0,,
"PCPU89CH","PARRILLA CHEV PU 89-91 CHEYENNE","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1300,0,"01","01"
"PCPU89CU","PARRILLA CHEV PU 89-91 CUSTOM","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"PCPU89GM","PARRILLA CHEV PU 89-91 GMC CON EMBLEMA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"PCPU92CH","PARRILLA CHEV PU 92-93 CHEYENNE","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"PCPU92CU","PARRILLA CHEV PU 92-93 CUSTOM","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"PCPU94CH","PARRILLA CHEV PU 94-95 CHEYENNE","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"PCPU94CU","PARRILLA CHEV PU 94-95 CUSTOM","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"PCPU96CH","PARRILLA CHEV PU 96-98 CHEYENNE/GMC","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"PCPU96CU","PARRILLA CHEV PU 96-98 CUSTOM","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",2000,0,"01","01"
"PCPU99CH","PARRILLA CHEV PU 99-02 CHEYENNE","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1300,0,"01","01"
"PCPU99CP","zbaja","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",4500,0,,
"PCPU99CU","PARRILLA CHEV PU 99-02 CUSTOM","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"PCS1082C","PARRILLA S-10 82-90 CROMADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"PCS1082P","PARRILLA S-10 82-90 GRIS","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"PCS1091C","PARRILLA S-10 91-92 CROMADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"PCS1091GM","PARRILLA S-10 91-94 GMC","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"PCS1091P","PARRILLA S-10 91-94 NEGRA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"PCS1093C","PARRILLA S-10 93-94 CROMADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",750,0,"01","01"
"PCS1095C","PARRILLA S-10 95-97 CROMADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"PCS1095GM","PARRILLA S-10 95-97 GMC","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"PCS1095P","PARRILLA S-10 95-97 NEGRA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"PCS1098C","PARRILLA S-10 98-03 CROMADA","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",1100,0,,
"PCS1098P","PARRILLA S-10 98-03 PINTADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"PCS10TB02P","zbaja","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"PCSU00C","PARRILLA SUBURBAN / SONORA 00-03 CROMADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1800,0,"01","01"
"PCTB02C","PARRILLA TRAIL BLAZER 02-03 CON MOLD CROMADA","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",2500,0,,
"PCTB02P","PARRILLA TRAIL BLAZER 02-03 CON MOLD NEGRA","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"PCTR89","ZBAJA","03PAR","CHEV","MTW","N","LIBRE","PZA","PZA","PZA",0,0,,
"PCTR89P","PARRILLA TRACKER 89-92 NEGRA","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",1000,0,,
"PCVA80","PARRILLA CHEV VAN 80-82","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"PCVA97P","PARRILLA CHEV VAN 98-02 EXPRESS PINTADA","03PAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"PCVE97C","*PARRILLA VENTURE 97-00 CROMADA","03PAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"PDAT01C","PARRILLA ATOS 2001 CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",550,0,"01","01"
"PDAT01N","PARRILLA ATOS 2001 NEGRA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",380,0,"01","01"
"PDCH84P","PARRILLA CHEROKEE 84-87 / COMANCHE 86-87 PINTADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"PDCH88P","PARRILLA CHEROKEE / COMANCHE 88-90 PINTADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"PDCH91P","PARRILLA CHEROKEE 91-96 / COMANCHE 91-92 PINTADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"PDCH97P","PARRILLA CHEROKEE 97-01 SPORT PINTADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"PDDA87","PARRILLA DART E 87-89","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"PDDK87P","PARRILLA DAKOTA PU 87-90 PINTADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"PDDK91P","PARRILLA DAKOTA PU 91-96 PINTADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"PDDU98C","PARRILLA DURANGO / DAKOTA PU 98-02 CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"PDDU98P","PARRILLA DURANGO / DAKOTA PU 98-02 PINTADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"PDGC93C","PARRILLA GRAND CHEROKEE 93-95 CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"PDGC96C","PARRILLA GRAND CHEROKEE 96-98 CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"PDLE93","PARRILLA LE BARON 93-95 / NEW YORKER 90-93","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"PDLI02I","PARRILLA LIBERTY 02-03 INSERTO NEGRO","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"PDLI02N","ZBAJA","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"PDNE00","PARRILLA NEON 00-02","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",800,0,,
"PDNE94","PARRILLA NEON 94-99","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",120,0,,
"PDP20601","PARRILLA DEFENSA PEUGEOT 206 01-02","03PAR","PEUG","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"PDPU02C","PARRILLA DODGE PU 02-03 COMPLETA CROMADA PANAL ***","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",3400,0,,
"PDPU02GIL","PARRILLA DODGE PU 02-03 GRIS INSERTO IZQ","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",400,0,,
"PDPU02GIR","PARRILLA DODGE PU 02-03 GRIS INSERTO DER","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",400,0,,
"PDPU02N","PARRILLA DODGE PU 02-03 COMPLETA P/PINTAR PANAL ***","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",2600,0,,
"PDPU81C","PARRILLA DODGE PU 81-85 CENTRO CROMADO","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"PDPU86C","PARRILLA DODGE PU 86-89 CENTRO CROMADO","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"PDPU86P","PARRILLA DODGE PU 86-89 CENTRO PINTADO","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"PDPU94C","PARRILLA DODGE PU 94-02 RAM CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",750,0,"01","01"
"PDPU94P","PARRILLA DODGE PU 94-02 RAM NEGRA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"PDSH89","PARRILLA SHADOW 89-91","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"PDSP90","PARRILLA SPIRIT 90-92","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"PDSP93","PARRILLA SPIRIT 93 CROMADA C/FILO P/PINTAR","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"PDSP94C","PARRILLA SPIRIT 94-95 CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"PDSP94P","PARRILLA SPIRIT 94-95 NEGRA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"PDVA94C","PARRILLA DODGE VAN RAM 94-97 CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"PDVA94P","PARRILLA DODGE VAN RAM 94-97 PINTADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",1100,0,"01","01"
"PDVA98C","*PARRILLA DODGE VAN RAM 98-03 CROMADA","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"PDVO01P","PARRILLA VOYAGER 01-02 PINTADA LX","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"PDVO84","PARRILLA VOYAGER / CARAVAN 84-86 CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"PDVO87","PARRILLA VOYAGER / CARAVAN 87-90 CROMADA","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"PDVO91","PARRILLA VOYAGER / CARAVAN 91-92 CROM P/1/4 2 LIN","03PAR","DODG","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"PDVO91P","PARRILLA VOYAGER / CARAVAN 91-95 P/PINT  P/1/4 2 LINEAS","03PAR","DODG","MTW","S","LIBRE","PZA","PZA","PZA",300,0,,
"PFAE86","PARRILLA AEROSTAR 86-91 CROMADA","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"PFAE92","PARRILLA AEROSTAR 92-95 CROMADA","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"PFCV88","PARRILLA CROWN VICTORIA 88-91","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"PFEC01C","PARRILLA ESCAPE 01-03 XLT CON FILO CROMADO","03PAR","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1400,0,,
"PFEC01N","PARRILLA ESCAPE 01-03 XLS NEGRA","03PAR","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1000,0,,
"PFES94","PARRILLA ESCORT 94-96","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"PFEX02C","PARRILLA EXPLORER 02-03 CON FILO CROMADO","03PAR","FORD",,"S","LIBRE","PZA","PZA","PZA",1300,0,"01","01"
"PFEX02CP","zbaja","03PAR","FORD","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"PFEX91C","PARRILLA EXPLORER 91-94","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",550,0,"01","01"
"PFEX95C","PARRILLA EXPLORER 95-97 CROMADA","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",650,0,"01","01"
"PFFO00","PARRILLA FOCUS 00-02 NEGRA CON CUARTOS","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"PFGH91C","PARRILLA GHIA 91 CROMADA","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",280,0,"01","01"
"PFGM89","PARRILLA GRAND MARQUIS 89-91 (CONV PARA MOD 84)","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"PFGM92","PARRILLA GRAND MARQUIS 92-94","03PAR","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
